Tweet	Country	Topic	Sentiment	Sentiment_Expression	Sentiment_Target
@Ahmed_ali_huss والله الصراحه كـلشش مفتقدين كارفا عرالاقل جان يحرك اللعبه ، بس كلهم ما اهتملهم بكد ميهمني رجوع نافاس صدك مفتقدته 💔	jordan	sports	very_negative	explicit	كـلشش مفتقدين كارفا 
«ونظر موسى الى الشمال، نحو جبال لبنان وقال: وهذا الجبل؟ اجاب الله وقال: اغمض عينيك. هذا الجبل هو وقف لي. لن تطأه قد… https://t.co/f2zn47ohmV	syria	religions	neutral	none	none
يعني الحوار مع #جعجع شي بقرف كل ما يسالو شي عن الاستقالة للحريري بقللو مش هون جوهر الموضوع بدو يوصل للسلاح يعني حما… https://t.co/c1buaGXbM9	syria	politics	very_negative	explicit	الاستقالة للحريري
النفاق و الإنفصام. بالأمس يستقبل #سعد_الحريري #ولايتي مستشار المرشد الإيراني و اليوم يهاجم #إيران و يقدم إستقالته 😂. #السعودية #قطر #الدوحة	lebanon	politics	very_negative	explicit	#سعد_الحريري
ونعوذ بك أن يقسو القلب ونحن لا ندري وان نرد القسوة بمثلها ... وان نظن في انفسنا خيرا ونحن على غير ذلك	palestine	religions	positive	explicit	يقسو القلب
استشهاد أحد مصوري التلفزيون العربي السوري محمد ميلاد إثر انفجار لغم به من مخلفات تنظيم داعش في ريف حمص الشرقي ▪ #اليمن_صرخة_حق	lebanon	politics	negative	explicit	محمد ميلاد
مش معقول شو بيكبر قلبي بس شوف ممثلة انا اطلقتها وصارت تاخد دور بطولة بالدراما المصرية مبروك صديقتي ستيفاني صليبا وب… https://t.co/WmVxWXAcOo	lebanon	entertainment	positive	explicit	مبروك صديقتي ستيفاني صليبا
@Ouhoud_k بالنظر للعيلة كسلطة كمان. خصوصًا انو سلطة العائلة الأبوية أقدم من شكل سلطة الدولة، بهالسياق الإثنين بيستع… https://t.co/EIYcFsEEkt	lebanon	politics	neutral	none	none
طائرة الرئيس سعد الحريري أقلعت من الرياض باتجاه بيروت حيث من المتوقع أن تصل بعد نحو ساعة ونصف من الآن وهوية ركابها… https://t.co/JbhRlvdGXq	syria	politics	neutral	none	none
شركة فوريفر ليفنج الامريكية تقدم لكم: . مجموعة زيادة القدرة الجنسية وزيادة الخصوبة لحياة زوجية سعيدة https://t.co/qeXh42YUCF	jordan	politics	neutral	none	none
وزير الخارجية البريطاني: على موسكو التخلي عن دعم دمشق ودعم التوصل إلى تسوية في سوريا من خلال المفاوضات تحت إشراف الأمم المتحدة	syria	politics	neutral	none	none
اقسى على نفسي جداً حينما اخشى ان اكون بديلة في قلبك او حب عابر او ربما لتنسى إحداهن؛وانا عرفت الحب بك وارى فيك الحياة.	palestine	personal	negative	explicit	بديلة في قلبك
@MustafaFarah_ عيب عليك الاستهزاء برجل يحترمه كل السودان .. على الأقل احترم سنه وشيبته فضلاً عن أنه من العلماء والفقهاء الذين نحبهم في الله	palestine	personal	very_negative	explicit	زاء برجل يحترمه كل السودا
يوم هادئ كان عبارة عن كم ايميل يتم إرساله من على رأس احد الجبال في البتراء احد عجائب الدنيا السبعة.بالاضافة لبعض ال… https://t.co/XzEI7t74Th	palestine	personal	positive	explicit	احد عجائب الدنيا السبعة
من الطبيعي. ان تكون السفينه في الماء. لكن من الخطر الشديد . ان يكون الماء في السفينه. فكن انت في قلب الدنيا. ولا تجعل ال… https://t.co/BlBoa0wumw	jordan	personal	neutral	none	none
#المغرب #تونس_ليبيا مبروك الف الف مبروك للمنتخبان العربيان تونس والمغرب التأهل لمنديال روسيا 2018 , لأول مرة في تا… https://t.co/244efv1QwU	palestine	sports	very_positive	explicit	تونس والمغرب التأهل لمنديال روسيا
نونا بدنا نسمع منك اغاني عراقية جديدة بليز نونا و ما راح تصير عندج زيارة لبغداد بالسنة الجديدة #AskNawal @NawalElZoghbi	jordan	entertainment	positive	explicit	نونا 
@dr_naseer ويمكرون ويمكر الله و الله خير الماكرين . فلا يأس مع قدرة الله - فآلأمر له من بعد ومن قبل - وبه نستعين. ولا… https://t.co/rV4Uq82BtE	jordan	religions	neutral	none	none
صارتلي مرة وية صديقة اذتني كولش .. بس بقية اصدقائي فديت ربهم من نظرة وحدة اعرف شمسوي مصيبة وشلون اركعها الة 😁 https://t.co/6IpSmwCprc	jordan	personal	negative	explicit	صديقة اذتني كولش
يرسمون في مواليدهم أشد السعاده. فأرسم في مولدي آلاف طعنآت الحزن. يعبرون عن فرحهم بين احبابهم، وأعبر عن حزني بورقي. أتألم فأضحك , أبكي حتى أسير	palestine	personal	negative	explicit	أعبر عن حزني
رفن رفوف الحجل رفن ورا رفي. خيل اصيل لفن صفن ورا صفي . اقول يا صويحبي يكفي عتب يكفي. يا مهدبات الهدب غنن على وصفي. #وصفي_التل	jordan	personal	neutral	none	none
بلاد الكفار تتطالب باإنقاذ أطفال اليمن من مجرمي الأسلام وخادم كعبتهم فلتهدم كعبة وحرمين المسلمين أهون عند الله من سفك دماء اليمنيين	jordan	politics	very_negative	explicit	ال اليمن من مجرمي الأسلام
#نوال_الزغبي انتي نجمة ساطعة بسماء الفن العربي و فخورين في اعمالك الرائعة و الراقية و بكل عمل جديد تقدمة للفانز و إ… https://t.co/OkOOdzhe9z	syria	entertainment	positive	explicit	نوال_الزغبي
الملك يؤكد وقوف الأردن الكامل إلى جانب لبنان. استقبل الملك عبدالله الثاني، في قصر الحسينية اليوم الاثنين، عضو مجلس ا… https://t.co/0kto4q11YX	palestine	politics	neutral	none	none
سعد الحريري مواطن سعودي بالولادة و الإقامة ؟وابن غير شرعي ل(فهد بن عبد العزيز )ويحمل جنسية لبنانية نتيجة لإقامته؟ يصبح رئيس وزراء لبنان؟!!؟	syria	politics	negative	explicit	سعد الحريري مواطن سعودي بالولادة
#الملك_يحارب_الفساد الغباء في هذا الهشتاغ الملك يحارب الفساد ان السلطة هي. في يد الملك الفساد الاول الملك وأولاده والباقي ينفذوا ما يأمر	lebanon	politics	very_negative	explicit	في يد الملك الفساد الاول
بستغرب اوي من نفسية اصحاب العمر اللي بتتغير من ناحية بعض بسبب ولاد او بنات، وكمان لسه بيمثلوا قدام الناس الحب والترابط يعني قرف ونفاق،	palestine	personal	negative	explicit	نفسية اصحاب العمر
اهل الدير وخاص ريفها وعشيراها ماتبقى منهم يعيشون بخوف بسبب الطائفين والمحرضين من الجهتين يقول انا الشيعة سوف يقطعو رؤوسكم ويقتصبو النساء؟	syria	personal	very_negative	explicit	الطائفين
صاروخ يمني مبارك على السعودية يصل بسلامة.ويزلزل الرياض نرجوا من سعد الحريري. ان ينتبه لنفسه. بكرا بقولوا راح في الصاروخ	lebanon	politics	negative	explicit	صاروخ يمني مبارك على السعودية
دني ظالمه! ما اطيبا رودي كيف قالتلو الاخوي مش لازم يتفرقو عن بعض😥 ولما حكيت عن بيا لتوفى💔. كتير حبيت كيف جمعا مالك باخوتا بالآخر. #نجمتي_انا	syria	personal	negative	explicit	ا رودي كيف قالتلو
هل تعلم ان حارس المنتخب السوري الحالي هو شبيح اخو شرموطة كان يحمل السلاح ويقتل السوريين الابرياء؟! لا والله شكلك ما… https://t.co/yi5e5xyMND	lebanon	sports	very_negative	explicit	يحمل السلاح ويقتل السوريين الابرياء
لا يمكن أن يتطور #لبنان إلا بعد أن يتم إصلاح و تغير نظامه الداخلي و محاسبة الروساء و الوزراء و النواب الذين شاركوا في الفساد دون إستثناء	lebanon	politics	negative	explicit	لا يمكن أن يتطور #لبنان
#لبنان .#- الكل تعلم علم اليقين بان دولتهم زائله يقولوها بمائ افواههم .لانها مذكوره في كتبهم . ونحن نقول لكل دين ومذهب هناك مخلص ومخلصنا .	jordan	politics	positive	explicit	دولتهم زائله
@MahfoudElie مبسوط!! شعب اهبل بيضحك لخراب بيتو!! كفى ولو علقوا المشانق لكل داعي او محبزّ او محرّض الى خلق الفتن وزعزعة استقرار واقتصاد البلد	lebanon	politics	very_negative	explicit	شعب اهبل بيضحك لخراب بيتو
@hamasinfo هاذا الحق سيسلب اذا لم تكن حماس ذكيه جدا لتعلم بأن المصالحه الفلسطينيه الأخيره مسمومه تدخل بها مجموعة من… https://t.co/36IgLMpi0h	palestine	politics	negative	explicit	المصالحه الفلسطينيه الأخيره مسمومه
غيمة حزن غطت سماء #عسير، ودمعة قهر بانت على وجه #الجنوب نسال الله لهم الرحمة و المغفرة ، إنا لله و إنا إليه راجعون… https://t.co/rl73F7EmC9	jordan	politics	very_negative	explicit	غيمة حزن غطت سماء #عسير
مو غريب ع ملك الرومانسية و الطرب و الاناقة يكون ملك بأخلاقو و انسانيتو ❤❤ دخيل قلبك يا ملك الله يحميك... @waelkfoury https://t.co/HP284CyUcE	lebanon	entertainment	very_positive	explicit	ملك الرومانسية و الطرب
أقدمت #السعودية على سحب الجنسية من الفنان #العراقي #ماجد_المهندس ، في خطوة رآها البعض مفاجئة.. #السعودية تقوم بسحب ا… https://t.co/eyjaqKnrtw	syria	politics	neutral	none	none
عزاؤنالمولاي خادم الحرمين الشريفين وولي العهد الأمين ولسمو الامير مقرن ولسمو الامير فيصل بن خالد و للوطن بوفاةالامير منصور بن مقرن رحمه الله	jordan	personal	positive	explicit	عزاؤنالمولاي خادم الحرمين الشريفين
🤲اللهم انت الله لا إله إلا انت الغني ونحن الفقراء ، أنزل علينا الغيث ، واجعل ما أنزلت لنا قوة وبلاغاً إلى حين .🌴	lebanon	religions	very_positive	explicit	['أنزل علينا الغيث', 'اللهم انت الله لا إله إلا انت', 'اللهم انت الله لا إله إلا انت الغني ونحن الفقراء']
"ناجي الاسطة يغني جديده على مسرح #كلام_كبير @OstaNaji. ""الراعي الرسمي لخروج المنتخب من التصفيات"" 😅 https://t.co/TQTdeTPhpE"	jordan	entertainment	negative	explicit	لخروج المنتخب من التصفيات
أقدم صورة لبائع شاورما في دمشق عام 1893. مؤسس مطعم الصديق في القنوات في دمشق وهو أول من باع الشاورما في دمشق هل تعلم… https://t.co/2JCmhBGILS	lebanon	history	neutral	none	none
@YZN13_ ولا مرة كنت او راح اكون شيوعية ، بس انا محسوبة على فريق القوميين المؤمنين بالعروبة ! مع اني ما تركت شخص الا وانتقدته :)	lebanon	politics	negative	explicit	فريق القوميين المؤمنين بالع
@minamarm حين تزرع السعاده في قلب إنسان...سيأتي يوم من يزرعها في قلبك...فالدنيا كماتقدم لها تقدم لك.... اسعد الله صباحك بكل الفرح	palestine	personal	positive	explicit	اسعد الله صباحك بكل الفرح
بعد اعتراف وزير المال إنو الهدف من الضرائب مش تمويل السلسلة، انبسطوا اللي انْوَهموا وكانوا عم يهاجموا كل مين بيعترض عالضرائب؟. #ضرائب_بالقوة	lebanon	politics	negative	explicit	الضرائب
#رؤيا تحاول السلطة الفلسطينية والحكومة ان تفرق بين اراضي ال 67 والاراضي داخل مناطق ال 48 حيث يركز الطرفان ان لا بيع… https://t.co/kqUH2q4sDJ	palestine	politics	neutral	none	none
"صقر لـ""المستقبل"": اتفهم قلق بعض الناس وكل الاسئلة التي تشغل بالهم سيرد عليها الرئيس الحريري عندما يعود للبنان. وانا أتواصل بشكل يومي معه"	syria	politics	neutral	none	none
ان لبنان محصن لن يستطعوا ال سعود وغيرهم عمل شئ في لبنان وكل من يحاول العب على الارض ستقطع يده وعلى الأعلامين التافهين عليهم ان يخرصوا	lebanon	politics	very_negative	explicit	تطعوا ال سعود
لا أهتز لأي إنتقاد يكفي أني متحالف مع الحرية ، وحبر قلمي من دم القلب ، وأنتَ ( زلمة) زعماء الصفقات والفساد .. فؤاد س فريجي	syria	politics	negative	explicit	فؤاد س فريجي
النفاق و الإنفصام. بالأمس يستقبل #سعد_الحريري #ولايتي مستشار المرشد الإيراني و اليوم يهاجم #إيران و يقدم إستقالته 😂. #السعودية #قطر #الدوحة	lebanon	politics	negative	explicit	الحرير
كله صار نزار قباني هلق و رائحة الشتاء و رائحة الأرض .. . لك انت ريحة الثوم تبعك بتغطي على الفصل كله ... و هيدول للي… https://t.co/p6aRnssMCe	lebanon	personal	very_negative	explicit	ريحة الثوم تبعك بتغطي على
@IRAQFA. شوفوا وتعلموا من الدول المجاورة شوفوا الدوريات الخليجيه كيف تكون منظمه انا صار سنوات متابع الدوري الاماراتي مشاء الله عليهم ولا اروع	jordan	sports	positive	explicit	الدوريات الخليجيه كيف تكون منظمه
من خلال برنامج #شوف_بعينك مع #تكية_أم_علي، راح تشارك بعمليات تكية أم علي المختلفة اللي بتعملها كل يوم. للمشاركة:… https://t.co/03R78aeeqP	syria	entertainment	neutral	none	none
@najwakaram ناطرينك ب شوق الدني يا ضي عيوني 💜 الله يقدرنا نرسم بسمة ع وجك الغالي متل ما طول هالعمر وحدك فرحتنا .. ا… https://t.co/IJZvkhEMGn	jordan	personal	very_positive	explicit	شوق الدني يا ضي عيوني
مَ بِهمني لآ شِكلك ولآ لُونك ولآ دِيآنتك ولآ طآئِفتك ولآ مَنصِبك ولآ تَحيُّزك السِّيآسي اذا إنك. بتحب #الأردن. بتحب #آلفيصلي. أنآ بحبك بالله	syria	sports	very_positive	explicit	#آلفيصلي
فكرة الهدية الي ببالي تفوز بأجمل فكرة هدية في الكوكب 😍	syria	personal	very_positive	explicit	بأجمل فكرة هدية في الكوكب
رئيس اتحاد الكرة عبد الخالق مسعود يرفض مقترح العودة للدوري العام وتواجد 20 فريق ويؤيد فكرة المجموعتين تتألف من 26 ف… https://t.co/j74CnmSieI	syria	sports	neutral	none	none
تقدم لكم مجموعة باداود مشاريع جديدة قيد الانجاز مشاريع 2018 مع اكبر شركات الاعمار,#مجموعة_باداود_ستكون… https://t.co/7Gi6vlSPDy	syria	syria	neutral	none	none
@noorali271 المرأة العظيمة هي التي تُعلمنا كيف نُحب عندما نريد أن نكره ، وكيف نضحك عندما نريد أن نبكي، وكيف نبتسم ع… https://t.co/i9PI8NVfgY	jordan	personal	positive	explicit	المرأة العظيمة
ان مشاركة الحشد الشعبي في عملية فرض الامن التي اعلنها العبادي جعلت الشكوك تحوم حول نواياه وتسببت في نزوح عشرات الالاف من العوائل	jordan	politics	very_negative	explicit	جعلت الشكوك تحوم حول نواياه
قيل لحمدون بن أحمد رحمه الله:. ما بال كلام السلف أنفع من كلامنا ؟. قال: لأنهم تكلموا لعز الإسلام ، ونجاة النفوس ، ورض… https://t.co/9ujgGIVlN3	syria	religions	positive	explicit	كلام السلف
#حضور_النهائي_بالأزرق. كيف اصلا تحضر مباراة وانت لابس ثوب ؟ والا لابس تيشيرت ريال مدريد ؟ جاي تجشع فريقك تلبس لبس فريق ثاني ههههههه والا ثوب	jordan	sports	very_negative	explicit	حضور_النهائي_بالأزرق
ادم لالانا عودته هامة يخلق توازن واحتفاظ ايجابي بالكرة ، حيوية تشامبرلين !!! ، مع يناير نحتاج مدافع واستعارة نابي كيتا	jordan	sports	positive	explicit	يخلق توازن
#عاجل 🔴. #الحريري يرد على الكاذب وزير خارجية #ألمانيا : . القول بأنه تم احتجازي في #السعودية هو مجرد كذبة وأنا في طر… https://t.co/2aqLqZhOwu	palestine	politics	very_negative	explicit	#الحريري
"قال رسول الله ﷺ : "" بَيْنَ الرَّجُلِ وَبَيْنَ الشِّرْكِ وَالْكُفْرِ تَرْكُ الصَّلاَةِ "" صحيح مسلم ٨٢. و قال ﷺ : "" ا… https://t.co/wJNFe75Trp"	palestine	religions	neutral	none	none
كل لبنان بيعتذر منك ما حدا عمل شي كرمالك حتى المقربين جداً ف. عذراً دولة الرءيس https://t.co/0Y3z5G3HRq	syria	politics	negative	explicit	كل لبنان بيعتذر منك
رضوان الاخرس : رغم الاحداث المزدحمة في قطاع غزة الا ان الان عشرات الشباب في غرف التغريد على هاشتاج #Balfou100 . #وعد_بلفور	lebanon	politics	neutral	none	none
ان بعض الظن اثم ولا تجسسوا ولا يغتب بعضكم بعضا. أيحب أحدكم ان يأكل لحم أخيه ميتا فكرهتموه واتقوا الله ان الله توا ب رحيم)12الحجرات	lebanon	religions	neutral	none	none
كتير بنقهر من الناس اللي تخلص بكالوريس وتروح تدرس تخصص تاني بكالوريس ! ي اخي طور من حالك كمل ماجستير اتركك من الهبل وتضيع الوقت ع الفاضي	palestine	personal	very_negative	explicit	الناس اللي تخلص بكالوريس
محلل اقتصادي لبرنامج #المختار قرارات الإدارة السابقة لمصرف سوريا المركزي المتتالية والمتناقضة ساهمت في خفض قيمة الليرة السورية @basselmehrez	syria	politics	negative	explicit	قرارات الإدارة السابقة
بالقلب حبك ما خلا ولا دقة بداخلي . مشاعر جوا روحي ببعض داخلي. منك تعباني وع الله..ع الله داخلي. تنساني ت اعرف بعدك غفا العيون❤	syria	personal	positive	explicit	['بالقلب حبك ما خلا ولا دقة بداخلي مشاعر جوا روحي ببعض داخلي منك تعباني وع الله..ع الله داخلي تنساني ت اعرف بعدك غفا العيون', 'حبك', 'ولا دقة بداخلي مشاعر جوا روحي ببعض داخل']
تقدمت إدارة المنتخب الوطني لكرة القدم بالشكر لدعم ومحبة الجمهور السوري وتثمن عاليا احتضانه والتفافه حول المنتخب الوطني.	lebanon	sports	very_positive	explicit	 المنتخب الوطني
قطعوا قلبي 💔 الله يشفي كل مريض وكل من يعاني من اي مرض واي اعاقه ويحفظنا ويحفظ من نحب من كل مكروه ويرحم من مات منهم ياكريم 😭 #زد_رصيدك40	palestine	personal	negative	explicit	قطعوا قلبي
@mr_barca11 ههههههه استخلاص كرة 100%. لو كانتي عاملها كان قلتو المحور على اصوله !. مش عارف شو مشكلتكو مع هاللاعب والله ههههه	palestine	sports	negative	implicit	و كانتي
#الوطنية 🌴💚🌴. عندما يعشق قلبك النابض لحب وطنك. ينمو هذا الحب الخالص تعشقه روحـك . مع نظرك لرباه وتفيض علاقة قوية منك ت… https://t.co/9O3OdF76xq	palestine	personal	very_positive	explicit	حب وطنك
قال علي ابن أبي طالب رضي الله عنه:. إن الدنيا قد ارتحلت مدبرة، . وإن الآخرة قد ارتحلت مقبلة، ولكل منهما بنون، . فكونوا… https://t.co/AvMupuI7uA	syria	religions	neutral	none	none
@ بسبب سوء الظن : . كرهنا بعضنا، وقلَ لقاؤنا وقطعنا رحمنا ، وظلمنا من حولنا .. اللهم اجعلنا ممن يحسنون الظن وأحسن ظن… https://t.co/vOVw6PxKWv	jordan	personal	very_negative	explicit	ا بعضنا
حاول مذيع قناة الحقيرة تمرير معلومات كاذبة عن ضغط #السعودية على الرئيس الفلسطيني بالاستقالة أو قبول التسوية مع اسرا… https://t.co/OXeZ9LeAPx	palestine	politics	very_negative	explicit	الرئيس الفلسطين
@ashraaf_alsaad عندما يكون له أذرع اعلامية مثل بعض ناس ... سيكون اقوى منهم ... مش كده و الا ايه يا بتوع الاذرع الاعلامية ....	lebanon	politics	negative	implicit	الاذرع الاعلامية
@RoyaNews #نبض_البلد بما انه المجلس تشريعي هل من الممكن تحديد موقف ايجابي بنظر المجتمع حُمد عليه ، هل من الممكن ان يكون شعبنا فاقد الأهلية	syria	politics	negative	implicit	شعبنا فاقد الأهلية
لا تتوسل ودا باردا // ولا تسأل وصلا متكلفا // ولا تنتظر مجئ من لا يجئ // تقدم بعقلك وتراجع بقلبك //	syria	personal	positive	explicit	تقدم بعقلك وتراجع بقلبك
أمي دايما صح ، مشاعرها صح ، رأيها صح ، رؤيتها صح، حدسها للموقف صح .. ومهما كنت مش مقتنع ف أوقات بكلامها .. بتلف الد… https://t.co/pU7vOvR3tP	palestine	personal	very_positive	explicit	أمي دايما صح
#ايران إن الحق س سينتصر على محور الشر الشيطاني الأمريكي الصهيوني وخادماتهم السعوديةا الذي يكون مع الله لا يبآلي من هؤلاء الشياطين	syria	politics	negative	explicit	ايران إن الحق س سينتصر
مسك الختام .... ان من يتواصل مع الله في الليل سرا ،. فإن الله تعالى أكيدا يلتفت اليه ويقضي حاجته .. ... لا تتركوا صلاة الليل	jordan	religions	positive	explicit	لا تتركوا صلاة الليل
ما عاد يتحمّل مزح موضوع الرئيس الحريري لأنو يلي عم يتحضّر للبنان🇱🇧 يتخطى السجال السياسي الإقليمي والداخلي. إنه مشروع شرق الأوسط بحلّة جديدة	syria	politics	negative	explicit	السجال السياسي
الله ياسيد مافي كلام بعد كلامك.. وبما إنك تكلمت عن المتمنين .ياسيدي بكل صدق تمنياتي وإمنياتي أن تزول السعوديه وتتبدد .ونقل الحجر الأسود لليمن	jordan	politics	positive	explicit	تزول السعوديه وتتبدد
@Zeina_Elissian ما اعتقد نوال تقبل تكون بديلة احلام حتى باختيار الفريق ما يصير اصلا اكيد راح يبدى من اول وجديد	syria	entertainment	neutral	none	none
"منسق الأمم المتحدة في الشرق الأوسط؛ ""نيكولاي ميلادينوف"": لم يحدث أي تحسن على حياة الفلسطينيين في قطاع #غزة رغم مرور… https://t.co/V6MCCLw8kp"	palestine	politics	very_negative	explicit	حياة الفلسطينيين
صباح الاخلاق طيبه والكلمه طيبه التي هي صداقه نسمه صباح باردة تدخل اروحكم بصمت برقي الاخلاق التي اوصى بهاالله والكتب… https://t.co/RUVBEiXJjF	syria	personal	very_positive	explicit	الاخلاق طيبه والكلمه طيبه
وين ماكو واحد زباله داعش لعب بعرضه لعب ، طبعاً انتظروا الاشكال الي راح تطلع بالغربية شوفو أشكالهم صوماليين واشكال وانواع لقطاء😷	syria	politics	very_negative	explicit	واحد زباله داعش
إنا لله وإنا الية راجعون وفاة الأمير #منصور_بن_مقرن نائب أمير منطقة عسير وعدد من المسؤولين بعد تحطم طائرة مروحية. https://t.co/B3ythdpxD7	jordan	politics	very_negative	explicit	وفاة الأمير #منصور_بن_مقرن
#جولي_شيك_بلاك_فرايدي. احلف بكل مايحلف به انني لن اتعامل مع هذا التطبيق مادمت على قيد الحياة وسأحول تشويه سمتعهم في كل مجلس وكل بيت ..	palestine	personal	very_negative	explicit	جولي_شيك_بلاك_فرايدي
لكم تمنيت ان أشدو حراً مثل هذه الطيور .. . غير مبال بكيفية تلقي الناس لما أقول ... ولا بأي نغم أصوغه ... https://t.co/YiTwjxuZpl	palestine	personal	positive	implicit	أشدو حراً
إعلان #WeNeedToTalk يخيل إليك حضرة المشاهد أن الحضور لمصر سيحل مشاكل الحياة كلها. على أساس أنها المدينة الفاضلة تحت حكم العسكر !	jordan	politics	very_negative	implicit	حكم العسكر
@AJArabic الاجتماع الطارئ لجامعة العهر العربية فاشل ومن حضر الأجتماع هم 4 دول فقط وهم من قاموا بحصار قطر بحجة الإره… https://t.co/kQeoQiV2DU	palestine	politics	very_negative	explicit	الاجتماع الطارئ لجامعة العهر العربية
لماذا لا تضعون خطه كل واحد يكون على تخصصه الذي درس وكذا ما راح فيه عاطلين نناشد خادم الحرمين بالنظر بموضوعنا #ادارة_مستشفيات_يناشدون_الملك	jordan	politics	negative	explicit	لماذا لا تضعون خطه
@Abjjad جون ديب بدور شمس التبرزي وميغ رايان بدور إيلا وجلال الدين الرومي توم هانك وليف تايلر بدور وردة الصحراء (قواعدالعشق الأربعون )	jordan	entertainment	neutral	none	none
الله يحميك يا #ايميليو ويعطيك ايام حلوة عقد ما واجهت ايام بشعة ويا ريت كل الشباب عندن شجاعتك انت وأهلك انت رائع👍. بداية قوية ل #هوا_الحرية	lebanon	personal	positive	explicit	الله يحميك يا #ايميليو ويعطيك
صباح الخير للقلوب المستبشره بفرج الله !! صباح الرضا بما قسمه الله من أرزاق !! صباح النقاء والصفاء للقلوب الطاهره والعامره بالإيمان !!!	lebanon	personal	very_positive	explicit	لوب المستبشره بفرج الله
الأرتدادت في منطقة الشرق الاوسط تنعكس على السعودية في ارضها وقصورها وكل الذي يحصل الان هوي المسمار الاول في نعش هذا النظام	lebanon	politics	negative	explicit	نعش هذا النظام
اللهم إنا نسألك في يوم الجمعة خبر يشبه المطر وفرحة تمحي كل حزن ، وفرج لكل صابر ، وشفاء لكل مريض ، وإستجابة لكل دعاء… https://t.co/u7JhMedM6v	palestine	religions	positive	explicit	يوم الجمعة
نقدم لكم خدمة الكشف عن نسبة السرقة الأدبية (Plagiarism) في الأعمال البحثية، وذلك بهدف التأكد من أصالة العمل.… https://t.co/r4hCQP91G5	palestine	advertisement	neutral	none	none
لا تخجل ، عِش الشعور الذي يُولدُ فيك بعفوّية ، لا يهم ما يكون ، المهم أن تكون حقيقيًا ؛ الحياة ليست للدُّمى .	jordan	personal	positive	explicit	المهم أن تكون حقيقيًا
انا بس بدي أشوف لمتى برشلونة رح يصمّد.... فالفريدي سوى كلشي ممكن ينعمل بهيك تشكيلة، لما يصير وقت الجد ما حيضل الوضع هيك	palestine	sports	negative	implicit	ف لمتى برشلونة رح يصمّد
والله العظيم عندي احساس كبير مرتبط بالتغقل ان الأسماء المنشورة لها علاقة بالفساد بس من باب احسان الظن والرفق سكتت.	jordan	politics	negative	explicit	احساس كبير مرتبط بالتغقل
@ousboufisaa استاذ جورج ضيفك الكريم قال انو السلسلة للمتقاعدين مقسطة وانا بقلو انها مجزئة وليست مقسطة اي الكن معنا اذا توفرت الاموال شكرا	lebanon	personal	positive	explicit	لة للمتقاعدين مقسطة
كانت نسبة المشاهدات بال٩٠%عربيا اليسا و احلام .. الان اليسا و نوال ٤٠% ويمكن اقل .. وطبعا ٣٠% ل اليسا. .... من دون لف و… https://t.co/lvBmD6BjMu	syria	entertainment	neutral	none	none
شو عملت و قت تركتك حبيبتك. رحت اكلت. لا قصدي شو حسيت وقتها. حسيت بلجوع و رحت اكلت. لك ما هيك قصدي ما طلعت من البيت وهيك. مبلا طلعت جبت اكل و رجعت	lebanon	personal	neutral	none	none
ان كنت بلاء أبناء الجزيرة في مملكتك وكل مؤهلاتك أنك من نسل ملك وعائلةً انت نفسك اسقطت هيبتها، فمن اعطاك الملك لكي ت… https://t.co/mAmTSt5Zqp	palestine	politics	negative	explicit	 الملك
#امطار. الظالم نادم وٳن مدحه قوم ... والمظلوم سالم وٳن ذمه قوم ... والقنوع غني وٳن جاع ... والحريص فقير وٳن ملك الدنيا .	jordan	personal	neutral	none	none
موغيريني: الاتفاق النووي مع إيران يعمل ويجب استمرار تطبيقه من قبل واشنطن https://t.co/3iKPwPSIZO. #الاتحاد_الاوروبي https://t.co/6neEValgLU	syria	politics	neutral	none	none
حبيته سنين طوال و اليه القلب مال.. . و حلمت يكون معايا لو مهما العمر طال ... اتاريني كنت عاشقه قلبي عمر ماكان عاشقني ..	palestine	personal	negative	explicit	قلبي عمر ماكان عاشقني
#الرئيس #عون #ميشال_عون لم يقرر بعد ما إذا كان سيقبل أو يرفض #استقالة رئيس الوزراء سعد #الحريري، ولازال ينتظر عودته… https://t.co/8wv0J5H4kC	jordan	politics	neutral	none	none
#المغرب #تونس_ليبيا مبروك الف الف مبروك للمنتخبان العربيان تونس والمغرب التأهل لمنديال روسيا 2018 , لأول مرة في تا… https://t.co/244efv1QwU	palestine	sports	very_positive	explicit	التأهل لمنديال روسيا 2018
@abedanwar ما هو هي اليوم ما دخلو غير تنسيقات ناس مش مسجلة اصلا ، ويلي مسجلين الهم سنة لهلأ ما طلعو حسبي الله اذا ب… https://t.co/ruQ2RxKHad	palestine	personal	very_negative	explicit	تنسيقات
كنا نعتقد ان العالم يعيش جنون سياسي في امريكا و كوريا الشمالية فقط ، و تبين أن محمد بن سلمان ملك الجنون السياسي في… https://t.co/4ZgmQStBQE	palestine	politics	negative	explicit	سلمان ملك الجنون السياسي
لم أشعر بالضغط في حياتي قضيت صباح يوم الأحد التاسع من يوليو 2006 في برلين في النوم ولعب البلاي ستيشن وفي المساء خرج… https://t.co/KPszXSetW1	jordan	personal	positive	explicit	في النوم ولعب البلاي
لا أهتز لأي إنتقاد يكفي أني متحالف مع الحرية ، وحبر قلمي من دم القلب ، وأنتَ ( زلمة) زعماء الصفقات والفساد .. فؤاد س فريجي	syria	politics	very_negative	implicit	زعماء الصفقات والفساد
