category,text
-2, تراجع  تصنيف  مصر  ل+ ال+ مركز  ال+ اخير  عالميا  في  مستوي  ال+ معيشه
-1, قوات  ال+ امن  ال+ مصريه  تقوم  ب+ ضبط  ل+ اب  توب  يحوي  اغاني  مسيءه  لالسيسي  هذه  ليست  نكته  هذه  حادثه  حقيقيه  في  مصر  بعد
1, امل  محمود  في  ذمه  اللهرحله  عطاء  و+ مقاومه  ب+ اسله  س+ تبقي  فخرا  لجيلنالهم  اجز +ها خيرا  عن +نا و+ ب+ واسع  رحمه +ك ادخل +ها واسع  جنه +ك
-2, لماذا  ال+ عرب  متاخرين  عن  ال+ امم  ام +ه اقرا  لم  تعد  تقرا  ام +ه تحيه +ها ال+ سلام  علي +كم تردد +ها قولا  فقط  و+ لا  تدركهاولا  تعمل  ب +ها الا  من  رحم  ربي
0, ان +ك عربي  و  صاحب  قضيه  اوعي  تنسي
-2, سنن  نبويه  سنن  قيام  ال+ ليل  قال  رسول  الله  صلي  الله  علي +ه و+ سلم  افضل  ال+ صيام  بعد  رمضان  شهر
-2, ال+ قاتل  ال+ مقيم  ب+ تاريخ  رقم  اكتوبر  ال+ ماضي  اصدرت  محكمه  جنايات  ال+ قاهره  حكم +ها ب+ براءه  كل  ال+ متهمين  ب+ قتل  ال+ شهداء  و+ اصابه
-2, شنطه  مايكل  ك+ ورس  رقم  مايكل  ك+ ورس  شامواه  ال+ سعر  رقم  هاي  كوالتي  عرض  خاص  ل+ مده  اسبوع  تخفيضات  الواتس  اب  رقم
-2, نبض  ال+ اخوان  ا  ب+ ال+ فيديو  حازم  الببلاوي  اعلان  جماعه  ال+ اخوان  جماع +ه ارهابيه  قرار  سياسي  و+ ليس  قانونيا
-2, اه  و+ الله  ل+ ال+ اسف  هذا  ما  يصيب +نا داءما
-2, استمرار  توافد  ال+ الاف  ل  ميدان  ال+ تحرير  ل+ ال+ مشاركه  في  مليوني +ه ل+ ال+ ثوره  شعب  يحمي +ها
-2, مصدر  الاخواني  الذي  انفجرت  في  اولاد +ه ال+ قنبله  في  منزل +ه ب+ ال+ شرقيه  هو  ساءق  خيرت  ال+ شاطر
-2, اقسم  ب+ الله  هاصلي  علي  ال+ نبي  اللهم  صلي  علي  سيد +نا محمد  ب+ اسم
-2, وزير  ال+ طيران  ال+ مصري  وقف  خط  ال+ طيران  بين  ال+ قاهره  و  اثيوبيا  يحتاج  الي  قرار  سيادي  مصر
-2, يقوم  د  عبد  ال+ منعم  ابو  ال+ فتوح  ال+ ان  ب+ زياره  مقر  حزب  ال+ نور  ب+ ال+ اسكندريه  و+ يلتقي  خلال +ها بعض  قيادات  ال+ حزب
1, لا  نك  انت  كل  حياه +ي مهما  ب+ ال+ دنيا  يصير  كلمه  حلوه
0, اذن  ف+ ل+ تحرق +نا ال+ حرب  جميعا  حظ  سعيد  في  محاوله  اباده  او  اخضاع  مءات  ال+ الاف
-2, رقم  احب +ك رب +ي غرد  ب+ ال+ خير
-2, الاسوانيكيف  تسببت  ال+ مرونه  ال+ سياسيه  لدي  ال+ زعيم  سعد  زغلول  في  تفريغ  ال+ ديمقراطيه  ال+ مصريه  من  محتوي +ها ل+ مده  ثلاثين  عاما
-2, لا  ياعم  هينفعوني  بايه  الفولورز  الاكتر  ل+ ما  احس  ان +ي فتي  احلام  ال+ شيخ  ب+ ظر
0, اح +نا مايفرقش  معي +نا هو  موافق  و+ لا  لا  اح +نا عايزين  حنان  ليس  الا
-1, ادين  ب+ كل  قوه  ال+ عنف  ب+ كافه  اشكال +ه و+ صور +ه ضد  كل  انسان  ايا  كانت  عقيده +ه او  انتماء +ه قوه +نا هي  ال+ حق  و+ سلميه +نا هي  ال+ سبيل
-2, ال+ مملكه  جده  جد +ه ال+ رياض  ال+ دمام  ال+ خبر  ينبع  ال+ شرقيه  مكه  ال+ مدينه  ال+ منوره  ال+ سعوديه  رقم  رقم  فاضي
-2, بيان  ال+ قوي  ال+ سياسيه  ال+ مشتركه  في  ال+ ثوره  و  مستقبل  ال+ سياحه  في  مصر  في  اخر  كلام  ال+ ليله  رقم  رقم  علي
-2, لماذا  ال+ عرب  متاخرين  عن  ال+ امم  ان +نا نعيش  حاضر +نا نتغني  ب+ امجاد  تاريخ +نا ال+ لذي  لانعمل  من +ه شيءاومنغلقين  في  قشور  ال+ امور  فقط
-2, ارواح  شهداء  غزه  تنادي  في  ال+ سماء  افيقوا  يا  شباب  و  انهضوا  و  اعملوا  و  تحركوا  ل+ نسترد  كرامه +نا عمرو  خالد
-2, رقم  حزب  مصر  ال+ حريه  مشارك  في  قاءمه  ال+ ثوره  مستمره  ب  رقم  مرشح  في  و+ ال+ قاءمه  موجوده  في  اغلب  دواءر  ال+ جمهوريه
-2, ديليسيبس  كما  قال +ها ال+ رءيس  ب+ اسم  يوسف  بوابه  ال+ شروق
-2, فيديو  تعريفي  عن  اكاديميه  ال+ تحرير
-2, تابعوا +ني علي  قناه  ال+ نهار  مع  محمود  سعد  رقم  مساء
-2, علاء  الاسواني  السءالماذا  لوقررت  ال+ دول  ذات  ال+ اغلبيه  ال+ بوذيه  او  ال+ هندوسيه  ان  تعامل +نا ب+ ال+ مثل  اقرا  ال+ مقال  كامل
-2, لا  عوده  الي  المحاصصه  و+ ال+ محسوبيه  في  مناصب  و+ وظاءف  في  ال+ دوله  علي  حساب  ابناء  ال+ طبقات  ال+ كادحه  ال+ رءيس  عيد  ال+ عمال
1, الشتا  ال+ لي  فات  فيلم  عظيم  برافو
-1, يوسف  ال+ حسيني  يفضح  كذب  قناه  ال+ جزيره  و+ يكشف  تمثيل  ال+ اخوان
-2, شاهد  مع +نا كيف  يعالج  اطباء  عيادات  دوالي  تضخم  البروستات  ب+ دون  جراحه  فيديو  يستحق  ال+ متابعه  ل+ ال+ رجل
-2, لا  معقول  مكملين  خليك  مصدق
-2, لو  ضيوف  حلقه  ال+ ليله  سخنوا  من  حضره +ك شغل +هم دي
-2, ال+ خميس  رقم  سبتمبر  د  عبد  ال+ منعم  ابو  ال+ فتوح  في  مءتمر  جماهيري  ب+ منيا  ال+ قمح  رقم  مساء
-2, في  عالم  موازي  ارواح  اصحاب  ا  ال+ لي  بنذاكر  اناتومي  علي +ها بيدعو  علي +نا
-2, بيقولك  اعرف  بلد +ك ال+ جلف  ال+ كبير  مين  يقول  كمان
0, متفق  مع  جوانب  ب+ مقال  احمد  خالد  توفيق  و+ اعتقد  ان  ال+ تحفز  ضد  ال+ حاكم  دون  ف+ بركه  او  كذب  هو  امر  مهم  في  بلد  تعشق  صناعه  ال+ فرعون
-2, ال+ وطن  في  تهافت  خطاب  ال+ تامر  و+ حديث  ال+ مءامرات  عمرو  حمزاوي
-2, هي  قطر  عملت  ايه  تاني
-2, شاهدوا  ال+ حلقه  رقم  من  برنامج  عمر  صانع  حضاره  ال+ عدل
-2, مكملين  ثوره  رقم  يناير  ب+ اسم  رءيسا  ل+ مصر
0, ال+ قراء  ال+ اعزاء  اعترافا  من +ي ب+ ان +نا معشر  ال+ صحفيين  عالم  و+ ل+ اد  تيت  و+ ان +نا احيانا  نلجا  ل+ كتابه
-2, ال+ تحرير  ب+ ال+ صور  كيف  يسحق  ال+ مخلب  ال+ روبوت  نشرت  صحيفه  ال+ ديلي  ميل  تقريرا  مصورا  ال+ مخلب  ال+ روبوت
-2, خمس  الاف  ال+ امارات  ال+ هلال  ال+ نصر  ال+ سعوديه  ال+ كويت  قطر  ال+ رياض  مكه  رتويت  دبي  ال+ شارقه  غرد  ب+ صوره  رقم
-2, شاهدوا  ال+ مقدمه  ال+ دعاءيه  ل+ فيلم  الشتا  ال+ لي  فات  ل+ ابراهيم  ال+ بطوط  بطوله  عمرو  و+ اكد  احسن  ممثل  في  مهرجان  دبي
-2, ال+ قبض  علي  منفذ  عمليه  ال+ سياره  ال+ مفخخه  التي  استهدفت  ال+ هواء  ال+ طلق  بعد  تبادل  ل+ اطلاق  ال+ نار
-1, بعد  قراءه  ماده  رقم  ال+ صوفيين  يعملوا  ايه  كد +ه لي +ه نقفل +ها ع  ال+ سنه  و+ ال+ جماعه  و+ لا  دي  تمهيد  ل+ ال+ حرب  مع  ال+ شيعه  دستور  مريب  ليس  ل+ ال+ مصريين
0, علي  ال  ال+ ان  محمد  سامي  يقول  ال+ حكم  علي  رقم  انسان  ب+ ال+ اعدام  امر  مبهج  اين  وصلت  ال+ انسانيه  مصر  ال+ قاهره  ال+ اخوان  ال+ فلول
-2, اقدم  ما  عرف  عن  ال+ مولد  ال+ نبوي  ما  كان  يفعل +ه اهل  مكه  في  رقم  ابريل  كل  عام  من  زياره  مكان  و  لا  دته  كما  يذكر  ال+ شهاب  ال+ قسط  لا  ني  في  ال+ مواهب  ال+ لدنيه
-2, رقم  ب+ ال+ امس  كان  ال+ يوم  ال+ عالمي  ل+ ال+ صحه  وزاره  ال+ صحه  اطلقت  مع  منظمه  ال+ صحه  ال+ عالميه  و+ ال+ جمعيات  ال+ اهليه  حمله  اضبط  ضغط +ك اضبط  حياه +ك ضد  ضغط  ال+ دم  ال+ مرتفع
-2, بشري  اقتصاديه  ال+ يوم  صباحا  فشلت  ثلاثه  محاولات  ل+ صرف  او  سحب  ايه  مبالغ  ماليه  من  حسابي  في  ال+ بنك  ال+ تجاري  ال+ دولي
-2, هاي  هاتوا  ل +ه شاحن
0, ازاي  علي  تويتر  ل+ قي +نا حزب  عدل  و+ قلنا  يع  ل+ ما  يبقي  لي +ك جبهه  قويه  ماشي  غير  كد +ه تتفاوض
-2, لم  يبقي  علي  رمضان  ال+ كثير  لاتنسي  صيام  ال+ قضاء  حتي  لا  ياتي  رمضان  هذا  ال+ عام  و+ رمضان +ك ال+ ماضي  غير  مكتمل  ذكر  غير +ك
-2, رب  اجعل  هذا  ال+ بلد  امنا
0, الي  ال+ شيخ  احمد  ال+ طيب  انا  مسلم  سني  و+ انت  لا  تمثل +ني احترم  ال+ ازهر  لكن +ي احتقر +ك جدا
-2, اول  هزيمه  لجوديولا  في  السينتاجو  بيرنابيو  ذا  شامبيونز
-2, دعلاء  الاسواني  يكتب  مقال +ه الاسبوعيمواجهه  عنيفه  بين  ثوري  و+ اخوان +ي ينشر  صباح  غد  في  جريده  ال+ مصري  اليومالادمن
-2, و+ في  تفسير  تالت  ان  نيل  كان  عضاض  و+ قرم  ام +ه في  دراعها  جامد  ف+ رجع  ال+ اب  من  ال+ شغل  سال +ها ايه  ال+ لي  في  دراعك  قالت  ل +ه نيل  ارمني  سترونج
-2, و+ هو  ايه  ال+ لي  ودي +ه هناك
-2, و+ انت  ب+ صحه  و+ سلامه  يا  الي  صباح +ه يا  باشا
-2, ارتفاع  اسعار  ال+ ادويه  و+ ال+ مرضي  عاجزون  عن  ال+ علاج  بكر +ه تشوفو  مصر
-2, وزير  ال+ داخليه  يحدد  رقم  جريمه  كبيره  موجبه  ل+ ال+ توقيف  من +ها ال+ ابتزاز  ال+ سعوديه
-2, اخبار  قناه  ال+ شرق  مصر  تقاضي  اثيوبيا  امام  محكمه  ال+ عدل  ال+ دوليه
-2, ذات  مومنت  ل+ ما  تكتشف  ان  عمر +ك شويه  و+ يولي  زي  رقم  كندره +ك تحس  نفس +ك ان  انت  و+ كندره +ك انداد
-2, جبهه  ال+ نصره  قصه  جميله  جدا  ل+ عمر  بن  عبدالعزيز  ال+ زاهد  ال+ عادل  رقم  عمر  بن  عبدالعزيز
-2, جمال  خيال  حقيق +ه جميل  درر  حكم  اعجب +ني حكم +ه ب+ قلمي  شوق  بوح  شعر  قصيد  خمس  الاف  ب  رقم  ريال  رقم
-2, الاسواني  ما  ال+ علاقه  بين  ال+ تحرش  ال+ جنسي  و+ ملابس  ال+ مراه  ال+ مقال  كاملا
0, اسمي  ميشيل  و+ انا  سكرتير  دعلاء  وبانقله  تويتات  ال+ مديح  و+ ال+ تاييد  و+ ال+ نقد  العنيفاما  ال+ شتاءم  المبعوته  من  ال+ فلول  او  ال+ متطرفين  ب+ ارمي +ها في  ال+ زباله
-1, ال+ مطرب  ال+ وقح  بيشتمنا  و+ يغني  ل+ ما  امريكا  تءمر  يردوا  يقولوا  امين  و+ اح +نا بنقولو  ل+ ما  و+ قح  يغني  ل+ امثال +ه يقولو  امين
-2, نريد  معرفه  سبب  عدم  تنفيذ  احكام  ال+ قضاء  ال+ خاصه  ب+ جامعه  ال+ نيل  ال+ ساده  ال+ محترمون
-2, صفقات  لم  تتم  دي  ستيفانو  الي  برشلونه  في  ال+ واقع  ف+ قد  اعتقد  برشلونه  ال+ غريم  ال+ تقليدي  ل+ ال+ فريق  ال+ ملكي  ب+ ان +ه حصل  علي
-2, لقيت  قطه  واقفه  بر +ه ال+ شباك  النهارده  ف+ فتحه +ه قامت  داخله  وقعدتلي  ع  ال+ كنبه  دلوقتي  مش  عايزه  تمشي  و+ لا  كان +ها في  بيت  ابو +ها يمكن  سمعت  عن  فيلم  ال+ قط
-2, ال+ شروق  هل  ال+ جيش  ال+ روسي  قادر  فعلا  علي  احتلال  شرق  اوكرانيا  اجتياح  روسيا  ل+ شرق  اوكرانيا  و+ احتلال +ه هو  ال+ سيناريو
-2, ال+ قبض  علي  اخوان +ي صفع  سيده  مءيده  للسيسي  امام  مقر  محاكمه  مرسي  ال+ يوم  دعاء  ال+ مصريين  ن
-2, دعمرو  حمزاوي  ال+ ان  في  برنامج  كلام  مصري  قناه  يستضيف  استاذه  من +ي ذو  ال+ فقار  ال+ محاميه  و  عضو  ال+ مجلس  ال+ قومي  ل+ حقوق  ال+ انسان
-2, نفس +ي احس  ان  في  امل  في  مستقبل  احسن  اخلاقيات  احسن  ظنون  اقل
-2, مش  حتقولي  ازاي  اشجع  ال+ كوره  ل+ ال+ جماهير
-2, كلمتين  و+ بس  خليون  ب+ ال+ قلب  رح  يجي  وقتون  قريبا
-2, ميزانيه  ال+ صناديق  ال+ خاصه  تتعدي  ال+ تريليون  جنيه  و+ تشكل  رقم  من  ميزانيه  ال+ دوله  و+ غير  خاضعه  ل+ رقابه  ال+ جهاز  ال+ مركزي
-2, ده  علي  اساس  ان  مصر  مستنيه  كل  تويته  اكتب +ها هزار  او  جد  مثلا
-2, في  ضوء  تضارب  ال+ انباء  اين  بيان  ال+ مجلس  ال+ عسكري  عن  حقيقه  ومسءليه  ما  حدث  و+ يحدث  في  سيناء  و+ علي  حدود +نا و+ ال+ اجراءات  ال+ جاري  اتخاذ +ها ل+ مواجهه  ال+ موقف
-2, بلال  فضل  مستخبي  ف  وسط +نا وماحدش  و+ اخد  بال +ه ف+ ولوا +ه هجوم  رقم
-2, ال+ بيان  ال+ صحفي  ل+ يوم  ال+ سبت  رقم  نوفمبر  رقم  حمزاوي  ال+ عداله  ال+ اجتماعيه  حق  و+ ليست  مطلب
-2, دعبدالمنعم  ابوالفتوح  اثناء  حديث +ه مع  احد  ال+ اهالي
-2, كفايه  بقي  كد +ه كتير  اووي  علي +كم حسب +ي الله
-1, اشعر  ب+ ال+ الم  ال+ شديد  و  نحن  نعيش  فوضي  لا  اخلاقيه  و  انحطاط  في  ال+ مبادء  و  ال+ قيم  و  صدمه  من +من كنا  نعتقد  ان +هم ب+ صدق  علماء  و  دعاه
-2, اتهام  ذوات  ال+ اشخاص  او  نوايا +هم و  دوافع +هم لا  يثبت  شيءا  ناقش  ال+ فكره  لا  ال+ شخص
-2, بلدي  طنطا  و+ انا  احب  اعيش  مطنطن  ال+ مشير
1, صاحب  قناه  الفراعين  ل+ ال+ مصري  ال+ يوم  انا  ملك  التو +ك شو  خبر  صحيح  و  وصف  دقيق  طيب  الله  اوقات +كم
-2, رقم  و+ الله  طب  ما  تسافر  بر +ه كد +ه و+ تتحرش  ب+ واحده  ل+ ابس +ه شورت  و+ لما  يقبضوا  علي +ك قول +هم تقضي  معي +ك نص  ال+ مده
-2, الفورمه  و  رءوف  يسير  ب+ خطي  ثابته  ل+ مزيد  من  ال+ تفاصيل
0, من  اتهموا  ال+ اخوان  ب+ ال+ فاشيه  ال+ اسلاميه  استقدموا  علماء  ال+ دين  ل+ اقناع  ال+ جنود  ب+ قتل  اخوان +هم ال+ مصريين  من  ال+ متظاهرين
-1, لا  ل+ ازدواجيه  ال+ معايير  عند  نبذ  ال+ عنف  لا  ل+ تبرير  ال+ عنف  ب+ ال+ سياسه  او  اهداف +ها او  اختلافات +ها لا  ل+ ال+ اقتتال  ال+ اهلي  عبر  دواءر  ال+ عنف  و+ ال+ عنف  ال+ مضاد
-2, ال+ ناس  ديه  عايزه  مننا  ايه  يا  كابتن  مدحت  اعلام  ال+ قاهره
1, يضاف  الي +هم ال+ برادعي  ضمير  ال+ ثوره  طبعا
1, اي  و+ الله  اسلوب  حياه
-2, يوم  رقم  رقم  هيكون  يوم  من  اجل  مصر  ل+ فريق  ال+ علم  قوه  هدف +نا ندخل  رقم  ام +ي ال+ فصول  ل+ محو  اميه +هم شاركوا +نا
-2, نفاق  ال+ عوام  اشد  خطرا  من  نفاق  ال+ سلطان  رحم  الله  شيخ +نا محمد  ال+ غزالي
-2, ل+ ما  كان  عمرو  دياب
0, يوسف  ال+ حسيني  امريكا  لاتعنيها  سوريا  و+ لا  ال+ شعب  ال+ سوري  و+ لا  نصر +ه ال+ اسلام  لكن  يعني +ها ال+ كيان  ال+ صهيوني  و+ حمايه  تركيا
-2, ننعي  فقدان  مصر  احد  @@علماءها@@ +ها ال+ كبار  ال+ دكتور  رشدي  سعيد  عالم  ال+ جيولوجيا  ال+ بارز
1, رقم  غير  صحيح  ال+ توقيع  ل+ خالد  كان  ل+ تمكين +ه و+ هو  ال+ شاب  ال+ وحيد  و+ ال+ اكثر  جراءه  في  ال+ دفاع  عن  ال+ مدنيه  من  دخول  ال+ سباق  ال+ رءاسي
-2, انا  عن  نفس +ي باعتذر  ل+ كل  دول  حوض  ال+ نيل  مش  علي  امبارح  و+ لكن  علي  كل  تصرفات  و+ تعاملات  مصر  معي +هم في  ال  رقم  سنه  ال+ لي  فاتوا  اثيوبيا
-2, يجب  ان  يعلم  كل  من  يتقدم  ل+ شغل  منصب  عام  ان +ه في  محل  تقييم  من  ال+ شعب  و+ نقد  ل+ اداء +ه و+ ان  منصب +ه منصب  ل+ خدمه  ال+ شعب  فقط
-1, عوده  ل+ سجون  مبارك
-2, صور  ال+ حفلات  و  هاتهالييا  محمد  انا  حيطه  سد  يا  ابن +ي و  مش  هاتخد  معايا  لا  حق  و+ لا  باطل  اسال  عن +ي كويس  و  اكبر  باه
-2, ب+ خصوص  سد  ال+ نهضه  تمتنع  ال+ مزايده  دون  معلومات  مع  ال+ تاكيد  علي  ان  تدفقات  مياه  ال+ نيل  مصلحه  مصريه  عليا  لا  يمكن  ال+ تفريط  ب +ها
1, ياخي  الفجيكات  دول  يتحبوا  من  غير  مقدمات  كد +ه نوبه
-2, اعمال  شغب  من  قبل  جماهير  ليفربول  امس  بعد  ال+ مباراه  مع  جمهور  تشيلسي
-2, ل+ هذا  ف+ هو  يفضل  ال+ نظام  ال+ مختلط  الذي  يجمع  بين  مزايا  كلا  ال+ نظامين  و+ يوزع  ال+ سلطه  ال+ تنفيذيه  بين  ال+ رءيس  و+ بين  ال+ برلمان
0, فقط  مد  ال+ يد  و+ ال+ دمج  في  اطار  ال+ قانون  و+ ال+ سلميه  و+ ال+ امتناع  عن  ال+ توظيف  ال+ زاءف  ل+ ال+ دين  هي  ال+ مضامين  التي  س+ تمكن +نا من  ال+ دعوه  الي  مصالحه  وطنيه  حقيقيه
-1, و+ حراميه  بلد +نا طلقاء  يحكموا  بلد +نا النزيهباسم  عوده  فك  الله  اسر +ك انت  و+ كل  احرار  بلد +نا
-2, حمزاوي  ل+ ابد  من  تامين  ال+ انتخابات  او  تاجيل +ها ل+ ضمان  نجاح +ها
-2, صباحي  ال+ عداله  ال+ انتقاليه  تشمل  ال+ دماء  ال+ مهدره  منذ  رقم  يناير  حتي  ال+ يوم
1, احضر  ال+ مءتمر  ال+ عام  ل+ ال+ مصريين  ال+ احرار  فخور  و  سعيد  و  شعله  ال+ امل
1, اللهم  بلغ +نا رمضان  نفس +ي يرجع  بقا
-2, محمد  علي  بشر  جلس  قبل  ايام  مع  ممثل  ل+ ال+ قوات  ال+ مسلحه  و+ هيكل  ل+ ال+ خروج  من  ال+ ازمه  و+ ال+ يوم  منعوا +ه من  ال+ سفر  ل+ لعل +ه استوعب  ال+ درس
-1, و  انت  مالك
0, رموا  علي  جمعه  و+ جابو  خالد  ال+ جندي  ال+ احتفالات  ال+ دينيه  حرام  علي  مرسي  حلال  ل+ ال+ جيش
-1, اعرفوهم  انقلاب  مصر  يسقط  حكم  ال+ عسكر  ال+ داخليه  بلطجيه  ال+ حريه  ل+ محمد  شعبان  عبدالقوي  رقم  سنه  طالب  ب+ كليه  ال+ علوم  ال+ منوفيه
-1, قبل  كد +ه و+ بعدما +ما قفلوا  النت  في  ال+ بترول  كنا  نرسل  اللنك  لسيرفرات  بر +ه و+ هم  الله  يجزا +هم خير  يرسلوا  ال+ صفحه  و+ نستمر  علي  كد +ه تخيل
-1, ال+ مبادره  جميله  كلفه +ه من  ال+ عمل  ال+ مجتمعي  لكن  ماذا  بعدهل  س+ ننزل  ل+ ال+ قبض  علي  ال+ مجرمين  لان  ال+ شرطه  متخاذله
1, اللهم  امطر  علي  قبر  محمد  حسين  جمعه  و+ علي  قبور  جميع  @@موتانا@@ +نا و+ موت +ي ال+ مسلمين  من  سحاءب  رحمه +ك يارب  اللهم  اغسل +هم ب+ ال+ ماء  و+ ال+ ثلج  و+ ال+ برد
-1, ياه  يا  مالك  بترد  علي  حاله  مر  علي +ها رقم  يوم  حاله  ال+ انقسام  التي  شهدت +ها ال+ قوي  ال+ ديموقراطيه  هي  التي  ادت  ل+ ذلك
-1, تطهير  ال+ داخليه  ال+ ان  وفورا
-2, ال+ وسط  س+ يسعي  ل+ دفع  شخصيات  و+ كيانات  جاده  دون  اشتراط  عضويه +هم ب+ ال+ وسط  ل+ شغل  مواقع  و+ مقاعد  ال+ مسءوليه  ال+ تنفيذيه  و+ ال+ تشريع
-2, مجلس  ال+ وزراء  جوله  محلب  ال+ افريقيه  ناجحه  و+ س+ تظهر  نتاءج +ها قريبا
-1, في  مذيعه  بتزغرت  علي  الهوا  ال+ ام  ال+ مثاليه
1, ال+ حمد  ل+ الله  و+ الله  اكبر  ال+ تحيه  ل+ ال+ شعب  ال+ مصري  ال+ عظيم  ال+ قاءد  و+ ال+ معلم  داءما  و+ ابدا  ال+ تحيه  ل+ ال+ قوات  ال+ مسلحه  ال+ نصر  ل+ ال+ ثوره  و+ ال+ مجد  ل+ ال+ شهداء
1, انا  مستعد  ل+ ال+ قيام  ب+ اي  دور  ل+ خدمه  ال+ وطن  حفاظا  علي  ال+ تضحيه  التي  قدم +ها ال+ شهداء  و+ حمايه  ل+ مطالب  ال+ ثوره
-2, عصام  عطا  خالد  سعيد  جديد
1, اتفرج  ياسلام  صلاح  جاهين  و+ محمود  السعدني  في  بروجرام  واحدرحم  الله  ال+ جميع  و+ جزاء +هم عن +نا و+ عن  مصر  خير  ال+ جزاء
-2, و+ بعدين  ال+ اعلان  ال+ دستوري  بيقول  ان  من  حق  ال+ رءيس  يعين  ال+ مسءولين  بعتباره  مسءول
-2, خلاص  هانت  بكره  ال+ راتب
-1, اشارك +كم قلق +كم من  حاله  ال+ استقطاب  ال+ ساءده  في  ال+ حياه  ال+ سياسيه  ال+ ان  و+ قد  طالبت  ب+ عوده  ال+ توافق  ال+ وطني  بين  كل  ال+ تيارات
-1, رقم  سبتمبر  عيد  ال+ فلاح  الذي  ظلمه +ه ال+ سلطه  و+ اهملت +ه ال+ معارضه  نحتاج  ل+ اصلاح  زراعي  جديد  و  نقابه  مستقله  ل+ ال+ فلاحين  لا  تغيير  ب+ دون  ال+ جماهير  و+ في  قلب +ها ال+ فلاحين
-1, اياكس  يسعي  ل+ خطف  ال+ موهبه  ال+ مغربيه  ال+ اصل  مستور  من  معقل  ميلان  ميلان  اياكس
-2, نرجو  ان  تسمح  ال+ صين  ب+ حريه  ال+ ملاحه  في  بحر  ال+ صين  ال+ جنوبي  دون  ال+ لجوء  ل+ ال+ تصعيد  امريكا
1, ايا +ك نعبد  و+ ايا +ك نستعين
1, د  عبد  ال+ منعم  ابو  ال+ فتوح  ابعث  ب+ تهنءتي  و+ تحيات +ي الي  شباب  ال+ ثوره  الذي  ما+ زال  يدافع  من  اجل  استمرار  مسيره  ال+ ثوره
0, هذا  يتنافي  يختلف  مع  كل  ال+ قواعد  التي  تعلمناهاجمله  تكرس  ال+ جمود  و+ عدم  ال+ تطور  فلولا  هذا  ا  ختلاف  و+ ال+ تنافي  ل+ مكث +نا في  عصورالظلام  مصر  تونس
-1, ما  يتحدث  عن +ه ال+ مجلس  ال+ عسكري  من  تفعيل  ل+ حاله  ال+ طوارء  مرفوض  شكلا  و+ موضوعا
-2, كل +ه ب+ حساب +ه و+ يوم  ال+ ميزان  موعد +نا
-1, هل  ال+ حروب  ال+ صليبيه  التي  ارتكبت  ابشع  ال+ جراءم  ب+ اسم  ال+ مسيحيه  تجعل +نا نعادي  كل  ال+ مسيحيين  في  ال+ عالم  انا  اعادي  ال+ افعال  ال+ سيءه  و+ لا  اعادي  ال+ ديانات
-2, اللهم  اجمعنا  ب+ @@بموتانا@@ +نا في  جنه +ك
-2, قامت  ال+ دوله  ال+ حديثه  ب+ ال+ اساس  علي  فكره  ال+ فصل  و+ ال+ توازن  بين  ال+ سلطات  من  خلال  التزام  ال+ جميع  ب+ ال+ قانون  ال+ عادل  ال+ مكتوب  دون  تمييز
-1, لن  تحقق  ال+ ثوره  اهداف +ها ب+ صفقات  مع  ال+ قتله
-1, سيد +ي ال+ فاضل  اعلم  جيدا  ان  دحلان  عميل  و  ضاحي  خلفان  انما +ما هم  كلاب  ضاله  اطلق +ها اسياد +هم
-2, وصول  مرسي  ل+ مقر  اكاديميه  ال+ شرطه  في  قضيه  ال+ تخابر
-2, ال+ اغنياء  ليسوا  فقط  هم  اصحاب  ال+ اموال  ف+ هناك  من  هو  غني  ب+ حب  ال+ ناس  ل +ه و+ هناك  من  هو  غني  ب+ اهل +ه و  اصحاب +ه
-1, اعلان  ال+ دم  ال+ دستوري  ب+ مجرد  ان  انتهت  قوات  ال+ جيش  و+ ال+ شرطه  من  مذبحه  ال+ حرس  ال+ جمهوري
-2, ال+ دفاع  عن  حقوق  مواطنه  كامله  ل +نا جميعا  و+ حق  ال+ مصريه  ال+ مسيحيه  في  ال+ ترشح  ل+ رءاسه  ال+ جمهوريه  و+ عن  حريه  ال+ عقيده  علي  قناه  ال+ ناس  كان  ضروريا
1, هل  تعرف  معني  اسم  الله  ال+ صمد  ال+ صمد  الذي  يقصد  الي +ه في  قضاء  ال+ حواءج  ال+ صمد  لا  يحتاج  الي  احد  و  يحتاج +ه كل  احد
-2, عن  ال+ حريه  ان  ال+ حريه  هي  ان  تحيا  عبدا  ل+ الله  ب+ كليه  لا  حسب  قوانين  طغاه  و  تشريعات  وثنيه
1, حبيتلكن  حب  من  غير  حنان  وصحبتلكن  صحبه  من  مالهاش  امان  رحت  ل+ حكيم  و+ اكتر  و+ لقيت  بلوتي  ان  ال+ لي  جو +ه ال+ قلب  مش  ع  ال+ لسان  عجب +ي صلاح  جاهين
-1, ال+ قاءمه  ال+ اولي  ل+ ال+ خونه  الذين  خدعوا +ني ب+ تعريف  كلمه  مبقوق
-1, ال+ ثوره  مكمله  ثوره  رقم  يناير  ب+ اسم  رءيسا  ل+ مصر  انتخبوا  ال+ عرص
1, ابراهيم  محلب  هايدخل  ال+ تاريخ  وهايحل  مشكله  سد  ال+ نهضه  و+ ابقو  افتكرو  ان  مدرستي  دي  ل+ اسال  قدمت  هديه  ل+ مصر  من  احد  خريجي +ها ال+ ناجحين
