sentiment,txt
0, 1  هي  انسانه  راءعه  :  )
1, اين  خالد  زين  رءيس  ال+ لجنه  ال+ اوليمبيه  ?  صراخ  و+ تهديد  و+ شجاعه  في  زمن  مرسي  من  خاف  سلم  و+ ال+ جبن  سيد  ال+ اخلاق
1, مراسل +نا من  #  ال+ اسكندريه  :  #  صدقي  ـ  صبحي  :  #  ال+ قوات  ـ  ال+ مسلحه  س+ تظل  داءما  #  ال+ درع  ـ  ال+ واقيه  ل+ هذا  #  ال+ شعب  ـ  ال+ عظيم
0, ياجماعه  انا  اقترحت  يكون  اسم  ال+ برنامج  (  اجمل  رنوش  ب+ عمر +نا )  ال+ لي  موافقني  يعمل  ريتويت  #  مولد  ـ  ال+ اعلاميه  ـ  ال+ ساحره  ـ  رناسماحه  #  .  .  .
0, شباب  ال+ اخوان  معي +نا #  ب+ اسم  ـ  طلع  ـ  حرامي  #  ال+ برادعي  ـ  طلع  ـ  جاسوس  .  .  .
0," 1  كل  قاده  ال+ انقلاب  و+ ال+ حكومه  و+ ال+ داخليه  و+ ال+ اعلام  الذين  اتهموا  ال+ اخوان  ب+ استخدام  ال+ دين  هم  اكثر  ال+ ناس  استخداما  ل +ه ,"
1, لقد  قدم  قضاه  مصر  و+ قوات +ها ال+ مسلحه  ارفع  ال+ مثل  في  ال+ بذل  و+ ال+ تفاني  من  اجل  انجاح  ال+ عمليه  ال+ انتخابيه  و+ تامين  اراده  ال+ شعب  و+ لن  تنسي  مصر  ل +هم ذلك
1," احيي  قوات +نا ال+ مسلحه  و+ ال+ شرطه  في  سيناء  ل+ قيام +هما ب+ تعقب  ال+ مجرمين  ,  طالبا  الا +لا يقع  من +هم اي  مظالم  علي  اهل  سيناء  ال+ وطنين  حراس  ال+ حدود  ال+ شرقيه  ل+ مصر +نا"
0," ""  انا  لست  روميو  ""  ""  ?  يروا +نا ""  ""  اقف  مشدوها  عاجزا  و  انت  تطلين  علي  من  شرفه  ,  انا  احب +ك و  لن  اذهب  ,  انا  احب +ك و  سامد  يدي  اتلمس +ك ل+ نبقي  ف+ لقد  خلق +نا لاحب +ك #  مصر  """
0," ""  ال+ انقلاب  يجمع  عددا  من  ال+ فاسدين  ل+ يقدم +هم لاشتون  علي  ان +هم ال+ مفاوضون  من  جماعه  ال+ اخوان  ,  فضاءح +هم لم  و+ لن  تنتهي  """
1, #  تف +ه ـ  و+ احد +ه ـ  مش  ـ  كفايه  ل+ مجتمع  متحرش  !  !
0, ـ  712  ب+ صراحه  طظ  في  اي  جمهور  زي  حضرت +ك ود +ه راي  مش  كره  و+ الله
0," اخلع  اي  ملابس  حمراء  ترتدي +ها ,  جنود  ال+ موت  حول +ك لن  يرحموا +ك ,  كما  لم  تمنع +هم براءه  انس  و+ طفوله +ه من  قتل +ه 5  #  مذبحه  ـ  بورسعيد"
0," و+ لو  بتقولوا  ان  امن  ال+ بلد  هيتححق  بعيد  عن  ال+ حقوق  ال+ اقتصاديه  و+ ال+ اجتماعيه  تبقوا  و+ اهمين  ,  ,  #  يوسف  ـ  ال+ حسيني"
0, #  حمدين  ـ  صباحي  لو  بقي  رءيس  هيوافق  علي  قانون  ال+ تظاهر  و+ غلاء  ال+ اسعار  والكهربا  و+ ال+ غاز  و+ بكر +ه يشيلو  دعم  ال+ سولار  بطلو  فتي  وافتكاسات  بقي
1, من  اجمل  ماشاهدت  في  حياه +ي اكبر  نجوم  هوليود  و+ هما  عالمسرح  بيتجمعوا  لقرايه  كتاب  هوارد  زن  عن  ال+ تاريخ  ال+ شعبي  ل+ توصيل +ه ل+ ال+ ناس
1, 0
0, الله  يخرب  بيت  ال+ لي  اقتراح  استيراد  ال+ فحم  قولوا  امين  #  اوقفوا  ـ  ال+ فحم
0, سقوط  ال+ انقلاب  وشيك  لكن  انصار +ه سقطوا  فعلا  في  عيون  كل  ال+ احرار
0, نحب  ال+ لغه  ال+ عربيه  ان +ها لغه  ال+ قران  و+ ان  نبي +نا عربي  و+ ان +ها لغه  اهل  ال+ جنه  #  ال+ يوم  ـ  ال+ عالمي  ـ  ل+ لغه  ـ  ال+ عربيه  #  غرد  ـ  ب+ صوره
1, ما  ان  اذكر  ال+ مرشد  او  شفيق  او  مبارك  ب+ نقد  حتي  تنفتح  صفاءح  ال+ قمامه  و+ تنهمر  شتاءم  مقذعه  هل  يوجد  تشابه  في  طريقه  ال+ تفكير  بين  ال+ اخوان  و+ ال+ فلول
1, شكرا  يا  دكتور +ه هب +ه
0, افضل  لاعب  يالعالم  يرد  علي  ال+ مشككين  ب+ هدف  اخر  من  ماركه  #  رونالدو  و  يعلن  نفس +ه من  ال+ شهر  ال+ رابع  اقوي  ال+ مرشحين  ل+ ال+ كره  ال+ ذهبيه
1, تنميه  محور  قناه  ال+ سويس  يعد  مشروعا  قوميا  #  ال+ ساده  ـ  ال+ محترمون
0, ال+ طعم  هنا  ل+ ال+ شعب  الغلبان  ال+ لي  نفس +ه يخلص  من  ال+ ناءب  ال+ عام  يعني  بيقوللك  قول  ايوه  علي  دستور  معيوب  و+ اح +نا نشيل +ه و+ تلبس  انت  ابدي  !
0," ""  هل  تعرف  معني  اسم  الله  ال+ صمد  ?  ""  ""  ال+ صمد  ""  ""  الذي  يقصد  الي +ه في  قضاء  ال+ حواءج  ""  ""  ال+ صمد  ""  ""  لا  يحتاج  الي  احد  و  يحتاج +ه كل  احد  """
1, ب+ غض  ال+ نظر  عن  نتيجه  ال+ استفتاء  س+ يظل  هذا  ال+ دستور  غير  شرعي  ان +ه خرج  من  لجنه  تاسيسيه  باطله  تم  تحصين +ها ب+ اعلان  دستوري  باطل  سوف  يسقط  دستور  ال+ مرشد
0, ممكن  ام +ك تكون  بتحب  ال+ فسيخ  بس  عيال +ها و+ جوز +ها ال+ لي  هو  ابو +ك يعني  مش  بيحبوه  و+ تكون  نفس +ها في +ه بس  ماتكلوش  عشانهم  هي  ديه  #  ال+ ام  ـ  ال+ مثاليه
1, كل  عام  و+ انتم  ب+ خير  و+ كل  من +نا في  سلام  مع  نفس +ه و+ مع  ال+ غير  و+ في  وطن  يتسع  للجميعمازالت  قناعه +ي ان  شباب  مصر  ال+ ثوره  هم  ال+ حل  و+ ال+ امل  :  فكر  خلاق  و+ قياده  فتيه
0, احاول  ان  اتعاطف  مع  من  رمان +ي ب+ ال+ خيانه  و+ ال+ كفر  و+ استخدم  ال+ دين  ل+ تحريض  ال+ ناس  علي  و+ عرض  اسرتي  ل+ ال+ خطر  و  شكك  ال+ ناس  في  ديني  طب  ازاي  ?
1, #  هتحبك  ـ  لو  تحاول  تقنع +ها ب+ ال+ لي  انت  عايز +ه ب+ هدوء  مش  زعيق  و+ خلاص  ;  )
0," حزب  ال+ نور  اول  خازوق  كان  من +ه ,  كان  في  انتخابات  ال+ رءاسه  اما  عدد  كبير  من +هم انتخبوا  #  مرسي  و+ كانوا  ب+ ال+ كلام  مع  #  ابوالفتوح  #  انتخبوا  ـ  ال+ عرص"
1," كل  عيد  و  اح +نا طيبين  ,  مسلمين  و  مسيحيين  و  في  بلد +نا مرتاحين  و  نشوف  ال+ لي  قتلوا  ال+ شهداء  متعلقين  ,  و  ان  شاء  الله  علي  كل  واحد  ظلم +نا منتصرين  يارب"
0, و+ ظني  بك  يارب  ظنا  جميلا  #  جمعه  ـ  مباركه
0, سفر  رءيس  ال+ جمهوريه  و+ رءيس  ال+ وزراء  الي  ال+ خارج  في  هذا  ال+ توقيت  استهانه  ب+ ال+ شعب  ال+ مصري  25
1, عبدالرحمن  محمد  ال+ صوت  ال+ فخم  !  #  غناء  #  اغاني  #  طرب  #  فن  #  عرب
1, اءيد  قرار  د  مرسي  فيما  يخص  :  1  -  ابعاد  ال+ ناءب  ال+ عام  2  -  محاكمه  و+ اعاده  محاكمه  كل  من  لوثت  يدا +ه ب+ دماء  او  اموال  ال+ مصريين
0, 7  ـ  اكبر  معوقه  و+ خازوق  اخذنا +ه كان  من  ال+ اخوان  انا  شايف  كد +ه و+ ال+ يوم  يجب  ان  نكمل  ال+ مشوار  دون +هم
0, ظابط  جيش  يهين  اهالي  مدينه  #  ال+ شيخ  ـ  زويد  و+ يقول  و+ الله  ل+ نضرب +كم ب+ ال+ كيماوي  زي  #  بشار  ال+ فيديو  كارثه  و+ الي  بيعملوه  اجرام  #  سيناء  .  .  .
1, #  نفس +ك ـ  في  ـ  ايه  ـ  في  ـ  ال+ جنه  ـ  ?  نكلم  ال+ رسول  صلي  الله  علي +ه و  سلم  =  ]
1," نصيحه  ل+ اتباع  مرسي  ,  كفوا  عن  ال+ نواح  و+ ال+ هجوم  علي  كل  مخالف  ,  ,  كنتم  سببا  في  تحويل +ه ل+ ديكتاتور  ب+ تاييد +كم ال+ اعمي  ل +ه ,  ف+ لا  تزيدوا  من  ك  .  .  ."
0, رفض  ال+ تلفزيون  ال+ مصري  ظهور +ي في  برنامج  عمرو  خالد  حمله  ال+ تعتيم  و  ال+ تشويه  ما+ زالت  مستمره
0, #  خلق  ـ  جميل  تحترم  اي  امراء +ه وماتجرحها  لابقول  ولابعمل
0, #  و+ انا  ـ  صغير  ـ  كنت  دايم  اسوي  زي  كذا
1, #  ال+ مجد  ـ  للمبتسمين  ـ  صباحا
1, 5  هاتلي  اخوان  اي  حاجه  مش  تنوين  و+ مش  ضمير  اخوان  و+ بعد +ها كلمه  مش  هتلاقي  غير  لوط  و+ شياطين  !
0, اخر  خاطر  قبل  ال+ نوم  :  اكبر  جريمه  في  حق  ال+ ثوره  و+ حق  مصر  هو  ان  نحرم  انفس +نا من  ال+ فرصه  ال+ حقيقيه  التي  دفع  شهداء  ال+ ثوره  ب+ ارواح +هم من  اجلهاو  ما+ زالوا
0, جمعه  ال+ امس  كشفت  ل+ ال+ انقلاب  و+ هم +هم في  قدره +هم علي  قمع  ال+ شعب  ب+ ال+ حلول  ال+ امنيه  من  قتل  و+ اعتقال  و+ تعذيب  و+ ضرب  و+ ايذاء  ال+ شعب  فاق  يا  افاق
1," ""  باقي  علي  #  رمضان  69  يوما  تقريبا  و+ تبدا  ال+ قصه  ال+ جميله  و+ تعلو  ال+ مساجد  ب+ اصوات  ال+ تراويح  اللهم  بلغ +نا رمضان  لا  فاقدين  و+ لا  مفقودين  ""  ""  """
0, ال+ جيل  ال+ حالي  مثقف  ومتفتح  و+ يحسن  فهم  ال+ ناس  #  ال+ ساده  ـ  ال+ محترمون
0, ال+ مناضل  #  حمدين  ـ  صباحي  س+ يظل  يناضل  و+ يناضل  حتي  يجد  نفس +ه محكوما  علي +ه ب+ ال+ اعدام  ب+ تهمه  ممارسه  ال+ نضال  في  مكان  عام  و+ بكره  تشوفوا
1, امير  عيد  هو  ال+ لي  فعلا  يتقال  علي +ه ستريكر  صريح  #  كاريوكي  #  ال+ سكه  ـ  شمال
1, الي  بقايا  ال+ خرفان  ب+ اي  ب+ اي
0, #  نجيب  ـ  ساويرس  يتحكم  ف  ال+ نادي  ال+ اهلي  !  احمد  سعيد  رءيس  حزب  #  ساويرس  اصبح  ناءب  رءيس  #  ال+ اهلي  بدل  من  محمد  عبد  ال+ وهاب  صاحب  ال+ تاريخ  ال+ كبير  !
1, #  انصار  ـ  ال+ معزول  تعدي  ب+ ال+ ضرب  و+ ال+ تعذيب  علي  ال+ صحفي  ب+ جريده  #  فيتو  محمد  ممتاز
0, ال+ جبناء  يكذبون  علنا  احد +هم يقول  ان  ال+ عسكر  لم  يحكموا  مصر  اخر  60  عاما  و+ يطالب  ب+ خضوع  مصر  ل+ ال+ جيش  و+ استشاره +ه في  اي  حاجه  تخص +ه
0, لا  ل+ ال+ محاكمات  ال+ عسكريه
0, ـ  س+ يبك  انت  انت  شخصيه  جميله
0, #  ال+ سعاده  ?  ان  تجد  روحا  تشبه +ك ب+ كل  شي
1, شبرا  ال+ عظيمه  دوماكل  يناير  و+ اح +نا هنا
1, و+ رضيت  اعيشلك  انت  يا  حبيبي  كفايه  ان  انت  حبيبي  #  عمرو  ـ  دياب
1, #  ك+ دب +ه ـ  ابريل
0, #  انتخبوا  ـ  ال+ عرص  #  ابن  ـ  ال+ يهوديه  #  ال+ ام  ـ  ال+ مثاليه  #  ال+ انقلاب  ـ  حلاوه  ـ  روح  #  انتخبوا  ـ  ال+ عرص
0, شكرا  ياشباب  علي  محبه +كم رب +نا يجعل  كلام +نا خالصا  ل+ الله  و+ ال+ وطن  ده  رابط  تحميل  ال+ معصره  مقاله  احمد  زكي  مهمه  تصبحوا  علي  خير
0, اعتذار  سي  بي  سي  عن  حلقه  ال+ شيطان  ال+ اراجوز  جزء  من  ال+ تمثيليه  ل+ اظهار  ان +ها شملت  مساسا  بسيسي  او  ال+ انقلاب  لا  تصدقوا
1, ال+ طاقه  ال+ بشريه  اذا  ما  احسن  استغلال +ها هي  رصيدا  و  ليست  عبءا  قوه +نا في  عدد +نا
0, 7  يعني  ال+ اول  يجي  #  ال+ عرص  يخطف  ال+ رءيس  و+ بعدين  يدي  راقصه  #  ال+ ام  ـ  ال+ مثاليه  و+ بعدين  #  نكاح  ـ  ال+ كاراتيه  ودلوقت  بطوله  #  شباب  ـ  يمص  شيشه  و+ بعدين  ?
0," 1  3  قتلي  و+ اكثر  من  450  مصاب  في  محافظات  مختلفه  ,  هذه  مقدمات  ك+ ارثيه  ل+ اقتتال  اهلي  حذرت  من +ه دوما  و+ ينبغي  رفض +ه و+ مواجهه +ه ,  كل  ال+ دم  ا  .  .  ."
1, ال+ جيش  لم  يخون  مرسي  فقط  بل  خان  ال+ شعب  ال+ مصري  ب+ اكمل +ه
0, انت  بضان  ياض  ?
0, رباعي  ال+ انقلاب  فود +ه و+ ربيع  والعزباوي  و+ عطيه  ضيوف  قناه  ال+ جزيره  مباشر  اتمسح  ب +هم ال+ ارض  ب+ كل  دولار  حطوا +ه في  جيوب +هم
1, انا  #  اردني  و+ افتخر  ب+ بلاد +ي
0, لان  اقول  سبحان  الله  و+ ال+ حمد  ل+ الله  و+ لا  اله  الا  الله  و+ الله  اكبر  احب  الي  من +ما طلعت  علي +ه ال+ شمس  #  اذكر  ـ  الله  #  غرد  ـ  ب+ ذكر  ـ  .  .  .
0, #  الواتساب  ـ  معلق
1, ب+ تسمع  صوت  موتور  بتفكرو  هلكوبتر  ب+ تسمع  صوت  مولده  كهربا  ب+ تفكر  هلكويتر  ياربي  دخيل +ك شو  هالحاله  #  سوريا
1, كيف  يمكن  مسح  ال+ شراءط  التي  سجلت  جراءم  ال+ عادلي  لماذا  كان  ال+ عادلي  يضحك  ب+ سعاده  اثناء  محاكمه +ه اتمني  الا +لا تكون  اجابه  ال+ سءالين  واحده
0, #  ال+ اقصر  مدينه  خضراء
0, صباح  ال+ خير  عليكي  يا  مصر  يا  حلوه  و  ل+ ابس +ه جديد  ان  شاء  الله  هيكون  احسن  يوم  في  ال+ لي  فات  و  كل  ال+ لي  جاي  احلي
1, ب+ ال+ فيديو  ال+ جوهري  :  مصنع  اسمنت  تيتان  اعتداء  علي  حق  مواطني  وادي  ال+ قمر  في  ال+ حياه  #  #  كفايه  #  اوقفوا  ـ  ال+ فحم
0, شاهد  -  ال+ اخوان  :  حل  ال+ برلمان  انقلاب  علي  ال+ مسيره  ال+ ديموقراطيه  16
1, لا  ابدا  انا  مسرور  من  كلام +ك
0, من  غراءب  ال+ انقلاب  كل  ضيوف  مصر  من  سياسيين  و+ اعلاميين  اوروبيين  و+ امريكيين  يهود  او  اعداء  ل+ ال+ اسلام
0," ""  ال+ حديث  عن  ان  شخصا  يحدد  من  ل +ه مكان  في  ال+ وطن  و+ من  ليس  ل +ه مكان  ""  ""  هزل  ""  ""  """
1, اح +نا شعب  و  انتوا  شعب  ـ  علي  ال+ حجار  في  راي +ي هذا  هو  احقر  و  احط  عمل  فني  في  تاريخ  مصر  و  حسب  .  .  .
1, مفروض  شباب  ال+ اخوان  ينزلوا  بكره  يطالبوا  ب+ اقاله  ال+ ناءب  ال+ عام  ال+ فاسد  ال+ لي  ضيع  حق  ال+ شهداء  و+ افرج  عن  ال+ متهمين
1, انما +ما ال+ مءمنون  اخوه  علي  شعار  رابعه  خلفيه  ال+ زعيم  #  اردوغان  في  منظر  و+ لا  اروع  #  مرسي  ـ  رءيسي
1, #  افضل  عشره  #  اطباء  في  ال+ عالم  هم  :  1  -  ال+ قران  ال+ كريم  2  -  كثره  شرب  ال+ ماء  3  -  ال+ نوم  ال+ كافي  ليلا  4  ال+ هواء  ال+ طلق  ال+ نقي  5  -
1, يا  ديين  ال+ نبي  لو  كان  #  ال+ برادعي  ال+ لي  قال  هنعمل  مصالحه  !  !  تشتغل  اسطوانه  يا  خاين  يا  عميل  يا  ارهابي  يا  اخوان +ي عايز  تطلع +هم عشان  ترضي  امريكا  !  !
1, 88  اعترض  علي  ال+ طريقه  و+ ال+ مضمون  و+ ال+ توقيت  لا  يجوز  اصدار  مبادء  دستوريه  ملزمه  ب+ دون  استفتاء  ال+ شعب  اصلا
0, كتب  احد  ال+ سوريين  ال+ جيش  امتص  دم +نا اربعين  عاما  ثم  قتل +نا نحن  في  مصر  عانينا  نفس  ال+ ماساه  و+ لكن  ل+ ستين  عاما
1, هاهاهاهاهاها
1, #  ال+ حريه  ـ  ل+ ال+ اخوان  #  انصاف  ـ  ال+ اخوان
1, يوسف  ال+ حسيني  ب+ ال+ فيديو  يفضح  كذب  قناه  #  ال+ جزيره  و+ يكشف  تمثيل  ال+ اخوان  دور  ال+ موتي  تحت  اشراف  قناه  ال+ جزيره  .  .  .
0," سلامه  احمد  سلامه  ,  تركت  ارثا  من  ال+ اخلاق  حين  عزت  و  من  ال+ حصافه  حين  اهتزت  و  من  ال+ شجاعه  حين  كان  ل +ها ثمن  يرحم +ك الله"
1, طغمه  ال+ انقلاب  لا  تتورع  عن  اعتقال  ال+ نساء  الذي  اصبح  ظاهره  تتجاهل +ها جماعات  حقوقيه  تقرير  ل+ ال+ جزيره  .  .  .
1, هل  ادرك  ال+ حقراء  ال+ حقيقه  ?  اوباما  و+ اعوان +ه خالفوا  ال+ دستور  ال+ اميركي  و+ تم  صرف  ال+ مساعدات  ال+ عسكريه  ل+ مصر  رغم  ال+ انقلاب
0," ""  استفدت  كتيير  اوي  من  حلقه  انهرده  معلومات  اول  مره  اسمع +ها بارك  الله  في +ك ^  ^  #  مصطفي  ـ  حسني  علي  طريق  الله  ""  ""  روح  ال+ عباده  ""  ""  """
1, ما  يدعو  ل+ ال+ ضحك  و+ ال+ رثاء  معا  انا  ال+ اخوان  ب+ سبب  غباء +هم ال+ فطري  و  نقيصتي  ال+ خيانه  و  ال+ جبن  ال+ متاصلتين  ب +هما يظنون  ان  ال+ فرد  يدافع  عن  بقاء +ه لا  وطن +ه #  مصر
0," الله  اكبر  و+ تحيا  مصر  ,  ال+ حمد  ل+ الله  وحد +ه ,  صاحب  ال+ فضل  كل +ه ,  انعم  علي +نا ب+ ثوره  عظيمه  و+ اختار  من  بين +نا شهداء  ابرار"
0, #  ف+ يفي  ـ  عبده  طلعت  ب+ قناه  ام  بي  سي  و+ تتكلم  عن  ال+ شرف  و+ ال+ احترام  و+ ان +ها ال+ ام  ال+ مثاليه  !  !  !  #  و+ قاحه
1, بسمه  امل  -  خلي  خير +ك ل+ كل  ال+ ناس  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  يروي  ل +ي اسامه  و  هو  شاب  سوري
1, كيف  يعتدي  ال+ بلطجيه  ابناء  مبارك  علي  ال+ ناس  امام  5  الاف  فرد  امن  و+ شاشات  ال+ تليفزيون  و+ يعترفون  ب+ جريمه +هم في  بيان  و+ لا  يقبض  علي +هم و+ لا  حتي  يحقق  مع +هم
1, 28  اجدع  ال+ جدعان  #  جيكا  #  جيكا  ياولد  ال+ حريه  بتتولد  #  محمد  ـ  محمود  2
1, #  مصر  ـ  ال+ ليله  فياض  :  ال+ انقلابيون  فعلوا  ما  لم  يفعل +ه كفار  قريش  عبر
0, و+ زعلانين  اذا  رفع +نا سعر  ال+ تذاكر  .  .  غصب  عن +ك تدفع  و+ انت  س+ اكت  عشان  تشوف  ال+ اتحاد  و+ جمهور +ه
0, تسلم  ال+ ايادي  يا  جيش  بلاد +ي و  يا  شعب  بلاد +ي #  تحرير  ـ  سيناء  من  ال+ صهاينه  +  ال+ اخوان
0, ربنا  يخلي +ك ليا  !
1, وماحدش  هيضيع  ال+ بلد  غير  ال+ جبان  و+ ال+ واطي  و+ ال+ حقير  عديم  ال+ ذمه  ال+ لي  عمر +ه ما  بيقبل  علي  نفس +ه ما  يقبل +ه علي  غير +ه من  كتر  ما  هو  خاءف  و+ جبان
1," ال+ اخوان  او  #  مصر  صراع  وجود  و+ معركه  بقاء  يحاول  ال+ اخوان  انتاج  المشهدالسوري  عن  طريق  توسيع  بءرالارهاب  بين  رابعه  ,  ال+ نهضه  ,  ال+ الف  مسكن  و+ مدينه  ال+ انتاج"
0, د  عبد  ال+ منعم  ابو  ال+ فتوح  :  يشرف +ني و+ يسعد +ني في  اول  عيد  بعد  ال+ ثوره  ان  ابعث  ب+ تحيات +ي و+ تهنءتي  ل+ اسر  ال+ شهداء  ف+ هءلاء
0, وزير  ال+ غلابه  #  ب+ اسم  ـ  عوده  معتقل  ف  سجون  ال+ عسكر  ل  #  افضل  ـ  منتج  ـ  ل+ اكرم  ـ  شعب  #  انا  ـ  مش  ـ  رقم  #  انتفاضه  ـ  ال+ سجون
1, طز  في +ك
1, عن  الذين  و+ رثوا  ال+ هرم  ال+ مقلوب  ل+ ال+ ظلم  ال+ اجتماعي  اعدلوا  !
0, بلطجه  ال+ اخوان  و+ ال+ اعتداء  علي  ال+ اعلاميين  ب+ محيط  اكاديميه  ال+ شرطه  #  ال+ ساده  ـ  ال+ محترمون
1, #  مبارك  عند +ه ابناء  و  #  مرسي  عند +ه جماعه  ال+ وحيد  ال+ لي  غلبان  في  ال+ بلد  دي  هو  عدلي  منصور  تحس +ه ان +ه مقطوع  من  شجره  !
0, نفس +ي ارجع  ل+ ايام  كانت  ال+ حاجه  ال+ وحيده  ال+ لي  مش  تخلي +ني اعرف  انام  ل+ ما  يبقي  عند +ي رحل +ه في  ال+ مدرسه  تاني  يوم  #  ذكريات  ـ  مدرسيه
1," ""  هدم  و+ احراق  ال+ مساجد  و+ ال+ منازل  وحشيه  لم  يفعل +ها ال+ احتلال  ال+ غاشم  ,  ال+ انقلاب  تحول  الي  ابشع  احتلال  ل+ مصر  و+ شعب +ها """
0, ا  ا  يا  سلام  روح  ام  #  ال+ ناءب  ـ  ال+ عام  :  )
0, لاحظت  ال+ مصادر  تقدم  واضح  في  اسلحه  ال+ جهاديين  في  سيناء  و+ استخدام  مضادات  ل+ ال+ طاءرات  و+ ال+ مدرعات  استخدمت  في  مواجهه  ال+ جيش  و+ مواطني  ال+ مد  .  .  .
0, #  عشان  ـ  خاطر  ـ  ماسر  متحوطيش  اخوكي  ال+ صغير  في  ال+ طرحه
0, الناصبي  مرسي  ف  اخر  ليله  ل +ه استخدم  مفرده  #  ال+ شرعيه  عشرات  ال+ مرات  لان  عقده  ال+ شرعيه  عند +ه وصلت  حد +ها و+ هذا  عقده  نقص +ه شرعيه  قياده  ال+ بحارنه  من  زمان
0, نهنء  ال+ شعب  ال+ مصري  و+ ال+ امه  ال+ عربيه  ب+ شهر  رمضان  و+ ل+ يكن  هذا  ال+ شهر  فرصه  ل+ ال+ مصالحه  و+ ل+ توحيد  ال+ صف  و+ حقن  ال+ دماء
0, ال+ قران  يرفع  ال+ ناس  و+ يجعل +هم في  ال+ دنيا  و+ ال+ اخره  في  اعلي  مقام
0," ""  قرارات  مرسي  ""  ""  انتقاميه  ""  ""  """
0," ""  اشارك  ال+ يوم  في  مبادره  فودافون  ل+ محو  ال+ اميه  ,  ال+ علم  قوه  ,  سفيرا  ل+ ال+ مبادره  و+ متطوعا  ل+ تحقيق  ال+ هدف  ال+ قومي  ب+ بان  تصبح  مصر  بلا  اميه  """
0, عن  اي  مشروب  غازي  كو  لا  #  حافظ  ـ  مش  ـ  ف+ اهم
0, استخدام  ال+ مساجد  في  ال+ عمل  ال+ سياسي  و+ نشر  ال+ عنف  #  #
1, في  زمن  ال+ انقلاب  قتل  ال+ مسلم  ال+ ملتحي  في  مصر  ليس  ارهابا  هي  ال+ حرب  علي  ال+ اسلام  و+ استعطاف  ال+ غرب  نحو  ال+ اقباط
0, هو  توفيق  عكاشه  مش  راح  ل+ ال+ عرص  لي +ه ?  ?  ?  ?  #  انتخبوا  ـ  ال+ عرص
1, كان  في  ال+ ايه  ال+ سابقه  دليل  علي  ان  ال+ اقرب  ل+ ال+ واقع  يكون  ال+ ادري  ب+ ال+ مصلحه  #  ب+ كفي  ـ  حصار  #  اضبطوا  ـ  شركاء  ـ  ال+ مخلوع  #  #  ال+ يمن  #  قطر  #  مصر  #  تونس
1, مساعده  ال+ محتاجين  #  خلق  ـ  جميل
0, فوز  ال+ اهلي  مرتين  متتاليتين  ب+ كاس  افريقيا  من  غير  دوري  يءكد  ان  نقص  ال+ امكانات  لا  يمنع  ال+ انجازات  ب+ شرط  توافر  ال+ نوايا  ال+ طيبه  رب +نا يحفظ  تريكه
1, ب+ ال+ فيديو  عكاشه  :  و+ الله  #  هيفاء  ـ  و+ هبي  ست  مش  طريه  و+ ال+ لي  يتجوز +ها يبقي  خد  خازوق  !  !  #  بوابه  ـ  ال+ قاهره  #  مصر  #  توفيق  ـ  عكاشه
1," ال+ انفلات  ال+ امني  ال+ موجود  ليس  نتيجه  ل+ ضعف  ال+ امن  وحد +ه ,  ضعف  مءسسات  ال+ دوله  و+ تراخي +ها ادي  الي  تمرد  علي  سلطتهالدوله  في  خطر  و+ ل+ ابد  من  اعاده  ال+ سياسه"
1, ادين  ب+ شده  تقديم  كل  صاحب  راي  او  ناشط  سياسي  ل+ ال+ محاكمات  ال+ عسكريه  علي  ال+ مجلس  ال+ عسكري  ال+ التزام  ب+ تعهد +ه ب+ عدم  احاله  ال+ مدنيين  ل+ محاكمات  عسكريه
0, #  خلق  ـ  جميل  ال+ احسان  الي  ال+ جار
1, #  ك+ دب +ه ـ  ابريل  ايه  هو  اح +نا هنكدب  ع  بعض  ف  ديه  كمان  ده  انتو  طول  ال+ سنه  ما  شاء  الله
1, لدي +نا اكبر  رصيد  في  ال+ عالم  ل+ اكاذيب  ال+ اعلام  علي  ال+ شاشات  و+ ال+ صفحات  انتظروا  بعد  سقوط  ال+ انقلاب  موسوعه  اعلام  ال+ عار  س+ تكون  حديث  ال+ عالم
1, #  احب +ك ـ  رب +ي ال+ حمد  ل+ الله
1, ساويرس  ظبطك  علي  ال+ اخر  و+ عمل +ك فورمات  ل+ مبادء +ك كل  عيش  يابو  دم  خفيف
1, اون  تي  في  تجبر  ضيوف +ها علي  قول  ما  تريد  و+ ال+ مذيعه  ترفع  ورقه  امام  ال+ ضيف  ل+ يقرا  من +ها اعلام  ال+ عار
0, احضر  ال+ مءتمر  ال+ عام  ل+ ال+ مصريين  ال+ احرار  فخور  و  سعيد  و  شعله  ال+ امل
0, #  اصعب  احساس  #  #  ل+ ما  يوحشك  حد  #  #  مات  #  #  سو  #
0, ايها  ال+ اصدقاء  ب+ رجاء  قراءه  ال+ تعليقات  س+ تلاحظون  ان  الذين  يدافعون  عن  ال+ فكر  ال+ وهابي  هم  الذين  يشتمون +ك ب+ مجرد  ان  تختلف  مع +هم ما  ابعد +كم عن  ال+ اسلام
0, ال+ حمد  ل+ الله  تملا  ال+ ميزان
0, شكرا  تويتر  !
