Feed,Sentiment
 ما  يستحون  هم  جايين  لو  انا  من +هم اروح  اقشر  بصل,Negative
 مابتحكي  مع +ه هيك  انزلع  ل+ اعاد  اشووفك  جلطت +ني,Negative
 مات  في  ال+ قريه  قردا  ف+ استرحنا  من  اذي +ه خلف  ال+ ملعون  عجوزا  فاق  في  ال+ خرف  ابا +ه,Negative
 ماجمل  ال+ حب  ال+ اخوه  في  الله  ان  نخاف  علي  بعض +نا حتي  في  علاقه +نا مع  رب +نا شء  راءع  جدا,Positive
 ماخاب  من  دعا  الي  الله,Positive
 ماشاء  الله  علي +كم ب+ جد  موضوع  مهم  جدا  و+ ال+ اهم  ال+ رقي  ال+ راءع  في  ال+ حوار,Positive
 ماشي  هسا  انا  صرت  و+ ل +ه طيب  في  حدا  بيشبهك  كتتير,Negative
 ماعندك  شرف,Negative
 مافي  اجمل  من  قول +ه يارب  و+ من  يتجه  الي  الله  عز  و+ جل  لن  يترك +ه الله  ابدا,Positive
 ماكرمك  يا  رب +ي يا  كريم,Positive
 ماكل  روح  ال+ خل,Negative
 مالك  دين  مثل  ال+ كلاب  ال+ ضاله  الا +لا اقول +ك مثل  مومسات  عاهرات  ال+ مراقص  عند +كن,Negative
 مالكيش  حظ  في  اصحاب +ك و+ لا  اهل +ك,Negative
 مالكيش  ف  ال+ طيب  نصيب,Negative
 مايستحون,Negative
 مبارك  ال+ فوز,Positive
 مبرد  وجوه +كم,Negative
 مت  علي +هم حيطه  هالانذال  اصحاب  ال+ اجندات  ال+ خاصه  ال+ خارجيه  ال+ عميله,Negative
 متخافش  يامءمن  قول  يارب  و+ حب  رب +ك ده  هو  ال+ لي  خلق  ال+ نعمه  ال+ لي  انت  متعلق  بيها  يعني  هو  اعظم  من  ال+ نعمه  دي  و+ انت  عارف  كد +ه,Positive
 متسمم  فكر +ه ال+ ولد  و+ صارت  حاله +ه صعب +ه يا  حنين  انت,Negative
 متفقين  مع +هم ال+ برنامج  خايس,Negative
 متهور  و+ كذاب,Negative
 متي  رح  نشوف  صحفيين  يكشفوا  فضاءح  ال+ فساد  و+ ما  يخافوا  من  اي  جهه,Negative
 متي  يجي  عام  2050  عشان  ادخل  رجلي  مع  ال+ شاشه  و+ احط +ها ب+ فم +ك,Negative
 مثال  جميل  جدا  عبر +ه ل+ كل  من  يحمل  رساله  ال+ اسلام,Positive
 مثل  ال+ اميره  من  حوالي +ها حرس  تمشي  دلع  و  من  ال+ ترف  @@متعاليه@@ +ه ما  كل  خيال  يروض  ل +ه فرس  مهر +ه اصيل +ه من  حلا +ها غالي +ه,Positive
 مجانين  احد  يضحك  علي +ك و+ انتم  قدام +ه و+ تكمل,Negative
 مجانين  ال+ عرب,Negative
 مجنون  صوت +ها انا,Negative
 محششين  خ,Negative
 محظوظ +ه هي  تلك  ال+ فتاه  التي  س+ انقل  ملابس +ي من  غسال +ه ام +ي الي  غساله +ها,Positive
 مخالفات  ال+ سير  اصبحت  تشكل  عبء  اقتصادي  علي  ال+ مواطن,Negative
 مرر +ه دلوع,Negative
 مزعج  الي  كثير,Negative
 مساكين  ها  ال+ بشر,Negative
 مستحيل  اثق  ب+ ذوق  حدا  ما  ب+ حب  يسمع  ل+ ام  كلثوم,Negative
 مسخر +ه و+ الله,Negative
 مسوي  ان +ه مندهش,Negative
 مش  ال+ نووي  ان  صار  و+ ما  اظنش  اسراءيل  تسمح  ب+ اقامه +ه بهالسهوله  هو  ال+ لي  بيعني  انو  نحن  متطورين  او  متقدمين,Negative
 مش  باين  منيح  ليش  عم  تكذبو,Negative
 مش  شايف  ال+ عالم  مش  ملاقي +ه ال+ خبز  كل  واحد  بشتغل  علي  سياره  رح  يوكل  هوا  ب+ ارتفاع  ال+ محروقات  ال+ اكل  ال+ شرب  رح  يرتفع,Negative
 مش  طبيعي  سماك +ه ال+ دم  شو  ها  عدول +ه خرب  المفطع  ل+ شو  ال+ مبالغه  و+ ال+ اوفر  يعني,Negative
 مش  عاجبو  ال+ وضع  الي  هو  في +ه,Negative
 مش  عارف  كيف  ال+ ناس  بتحبك  يا  زلم +ه ?,Negative
 مش  عارف  كيف  اهل +هم سمحولهم  يقدمو  في  ال+ برنامج  هادول  شغل  بطون,Negative
 مش  عارف  ليه  بيتحوله  هما  الي  دوار +ه علي +ك و+ كان  نفس +هم تكون  معي +هم في  ال+ اول,Positive
 مش  ف+ اهم  علي +ك ان +ك صاير  غير  مفهوم,Negative
 مش  في  محلوا,Negative
 مش  من  بني  ادم  انتي  من  جنس  ال+ حيوانات,Negative
 مشان  الله  حد  يعمل +ه هوشه  بدنا  نعطللنا  شوي,Negative
 مشاهد  وسخ +ه,Negative
 مشتاق +ه ل +ك شوق  ماحسه  ال+ ناس  شوق  يغطي  معاليق  ال+ روح  ب+ ضم +ي ترف  دلع  لهف +ه مشاعر  و+ احساس  ماب +ي غير +ك و+ ل+ اغير +ك ترا +ه هم +ي,Positive
 مطلوب  نصيح +ه من +ك لكي  نستحضر  ال+ خشوع,Positive
 مع  مرور  و+ ال+ وقت  و+ زياده  ال+ التزامات  و+ ال+ مسءوليات  قد  تنسي  ما  كنت  تستمع,Negative
 مع  مين  بتحكي  ب+ تول  انشالله  مع  حال +ك,Negative
 معايا  زميل  زميل  يلعن  ال+ مسخره  كل +هم مايستحون  ذولي,Negative
 معتيه  واضح  ان +هم يمثلون,Negative
 معظم  اصحاب  محطات  ال+ وقود  وكالات  ال+ غاز  متنفذين  لقد  زاد  ال+ غني  غني  ال+ فقير  فقر,Negative
 مع +ك حق,Positive
 معلم  في  حقيق +ه عمل +ه هو  مدرب  يدرب  طلاب  علي  اكتساب  ال+ معرفه  لا  مجرد  تلقي +ها,Positive
 معلوم +ه ممتاز +ه,Positive
 مفيش  اجمل  من  ان  ال+ انسان  يحافظ  علي  كرامه +ه,Positive
 مفيش  اكرم  و+ لا  ارحم  من  رب +نا,Positive
 مقاس +ك غير  مناسب  يا  شريف  مع  نفس +ك,Negative
 مقال  راءع  و+ الله  يهدي  ال+ بنات  يارب  و+ يرجع +هم ل+ ال+ صواب,Positive
 مقرف  جدا  هذا  ال+ شخص,Negative
 ملاحظ +ه ال+ كبسه  ما  بتكهرب  و+ الله,Negative
 ملحمه  ب+ ال+ جامعه  ال+ اردنيه,Negative
 ملعوب  علي +هم,Negative
 ممرض +ه هايجه  تمارس  ال+ جنس  مع  ال+ مريض,Negative
 ممكن  يكون  احسن  ب+ ال+ اخلاص,Positive
 من  اجل  هذا  تم  قدوم  ?  ?  الف  من  ال+ جيش  ال+ امريكي,Negative
 من  احب +ه الله  حبب  ب +ه خلق +ه,Positive
 من  اسرار  ال+ نجاح  ال+ متواصل  و+ ال+ ثبات  علي  ال+ قمه  :  ال+ عمل  ال+ دءوب  و+ ال+ انضباط  ب+ ال+ مواعيد  و+ ال+ اعمال  و+ ال+ تفكير  ال+ ايجابي,Positive
 من  ال+ مدرب  مرورا  ب+ ال+ مدافعين  و+ ال+ وسط  الي  ال+ مهاجمين  كل +هم كانوا  في  اسوء  حالات +هم,Negative
 من  الي  ضاحك  علي +هم انو  اصوات +هم حلوا +ه,Negative
" من  اهم  مشاكل  ال+ تعليم  ال+ جامعي  في  ال+ جامعات  ال+ رسميه  ال+ اردن  ,  مشكل +ه ال+ اعداد  حيث  ان  كل  جامع +ه متجاوز +ه ال+ سقف  ال+ استيعابي  ل +ها ب+ الاف  ال+ طلاب",Negative
 من  اين  ل +نا ال+ مياه  ل+ تبريد  ال+ مفاعل  ال+ نووي  ف+ هو  يحتاج  الي  نصف  مليون  مترا  مكعبا  من  ال+ مياه  ل+ تبريد +ه سنويا  علي  ال+ اقل  و+ ال+ قاصي  و+ ال+ داني  يعرف  ان +نا في  بلد  يعاني  من  شح +ه ال+ مياه  اما  ك+ علوم  معرفه  ب+ ال+ علوم  ال+ نوويه  ال+ طاقه  ف+ انا  احب  ان  يتعلم +ها ال+ متعلمين  في  بلاد +نا بدءا  من  جدول  مندلييف  ل+ ال+ عناصر  مرورا  ال+ عناصر  ال+ مشعه  نظري +ه اينشتاين  ل+ ال+ طاقه  نظريات  ال+ فيزياء  ال+ كميه  ال+ بحث  في  عمر  ال+ بروتون  النيوترينو  والكواركات  واللبتونات  وال  ال+ نظاءر  ال+ مشعه  تفتيت  ال+ ذره  اشعه  جاما  بيتا  الفا  ال+ راديوم  ال+ بلوتونيوم  ال+ بروتونات  كاف +ه ال+ نظريات  ب+ ما  في +ها انواع  ال+ مفاعلات  ال+ نوويه  تجارب  ال+ امم  في +ها مثل  ال+ يابان  المانيا  روسيا  فرنسا  امريكا  ل+ ال+ علم  فقط  ان +ها علوم  نظريا  سهل +ه بسيط +ه يستطيع  فهم +ها حتي  ال+ انسان  ذو  ال+ خلفيه  ال+ رغبه  ال+ علميه  علي  جميع  او  علي  ال+ اقل  جزء  من  @@علماءنا@@ +نا ان  يقرروا  ال+ مسار  الذي  يجب  ان  نسلك +ه نسير  في +ه ب+ هذا  ال+ خصوص  ب+ موازن +ه ال+ مخاطر  ال+ مكاسب  بعد +ها علي  اساس  ال+ نتيجه  ال+ فاءده  ال+ واضحه  يتم  ال+ اعتماد  ل+ قرار +هم ان  كان  سلبا  ام  ايجابا,Negative
 من  بغض +ه رب  ال+ عالمين  لن  يحب +ه احد,Positive
 من  ترك  شيءا  ل+ الله  عوض +ه الله  خيرا  من +ه,Positive
 من  ترك  شيءا  ل+ الله  عوض +ه الله  نورا  و+ ايمانا  في  قلب +ه,Positive
 من  توكل  علي  الله  يعانق  قلب +ه ال+ نور  ال+ صفاء,Positive
 من  جد  سوبر  ابقار,Negative
 من  جد  مجنون,Negative
 من  جد  وجد  و  من  سار  علي  ال+ درب  حصد,Positive
 من  دون  ال+ تفاءل  ما  في  حياه,Positive
 من  رافق  وافق,Positive
 من  زمان  ما  شفت  مخلوقات  فضاءي +ه,Negative
 من  ضحك  علي +ك وحكالك  صوت +ك حلو,Negative
 من  قلت  ال+ ذوق  هذه  ال+ افعال,Negative
 من  كانت  ل +ه عزيمه  لن  يياس  و+ من  ب+ غي  ال+ اجر  من  الله  ثابر  حيا +كم الله  اخي  مءمن,Positive
 من  و+ ين  انجيب  حرام  علي +كم,Negative
 من  يتقي  الله  يجعل  ل +ه مخرجا,Positive
 من  يتوكل  علي  الله  ف+ هو  حسب +ه,Positive
 من  يستمتع  ب+ رءيه  ال+ ناس  في  مواقف  محرج +ه ف+ هو  سادي  غير  اصيل  نفس +ه ضعيف +ه مريض +ه,Negative
 من  يوم  شفه +ك حاط +ه صوره +ك غسلت  يدي  من +ك,Negative
 منكو  ل+ الله  نحن  لاقيين  حق  ال+ خبز  لحتي  ترفعو  ال+ بنزين  صار  ال+ واحد  يحب  يخلص  دراس +ه عشان  ما  يضل  بلاردن  ل+ انو  ما  في +ها اشي  لا  رواتب  لا  اشي  جد  بلد  مش  فقير  بس  كلو  بوكل  كلوالله  ما  بنلوم  ال+ حراميه  هيك  بلد,Negative
 منيك  و+ ل +ك,Negative
 مهزله  ال+ تاريخ,Negative
 مهزله  ياعيب  الشووم,Negative
 مهو  اصلا  زي  مشروع  ال+ باص  ال+ سريع  يلي  استملكو  عشانه  شارع  ال+ محطه  كامل  ليس +ه بنسمع  عنو  ما  شفنا,Negative
 مهيه  خربان +ه ان  شاء  الله  يعملو  مفاعل  قرد  بطلت  تفرق,Negative
 موضوع  اكتر  من  راءع,Positive
 مءامره  معروف +ه ضد  ال+ شرفاء  في  هذا  ال+ بلد,Negative
 مياعه  وسءاله  من  عدول +ه و+ الي  معو,Negative
 مين  ال+ لي  ضاحك  علي +هم وقايل  ان  اصوات +هم حلوا +ه,Negative
 مين  بشار  ال+ عاهه  هاد  الي  بهدد  اي  عند  ال+ جد  و+ الله  ل+ ال+ نساء  و+ ال+ بنات  تتطلعن  قبل  ال+ رجال  في  هالحاله  و+ نلعن  ابو  ال+ ساعه  ال+ لي  طلعت  بشار  و+ غير +ه شو  هالحكي  ال+ اردن  قوي  ب+ جيش +ه و+ قاءده  فعلا  هززلت  قال  سوريا  قال  و+ لا  ال+ نعامه  او  رقبه  عاليه  بده +ها قص,Negative
 مين  معو  دوا  ل+ ال+ صراصير  جد  ل+ ازم +هم رش  مبيد  حشري  ل+ ال+ قضاء  علي  هيك  حالات  متخلف +ه,Negative
 مين  هاي  الي  ب+ صوره  وءدامها  ك+ ورس,Negative
 ن  مقابل +ه جلال +ه ال+ ملك  عبدالله  مع  قناه  سي  بي  اس  ال+ اميركيه  .  يءرق +ني تامين  فرص  ال+ حياه  ال+ كريمه  ل+ شباب  ال+ اردن  و  لن  نسمح  ل+ ال+ ارهاب  ب+ ال+ عبث  في  ال+ اردن,Negative
 نادرا  ما  بتصير  لو  ان +ه ال+ شعب  ب+ تطور  وبيتعلم  مع  ال+ وقت,Negative
 نار  جهنم  تاخدو,Negative
 ناس  تبي  تتمصخر  ماتدري  شلون,Negative
 ناس  عزيز +ه ال+ معزه  ل +هم غير  في +هم صفات  ال+ صالحين  ال+ عليه,Positive
 ناس  مطفره  من  ال+ اخر,Negative
 ناقص  و  كذاب  و+ ما  في  مصداقيه,Negative
 نت  عايش  خارج  ال+ بلد  عموما  ان  كان  نقاش +ك فرد  عضلات  مافيه  داعي  اكمل  حواري  مع +ك,Negative
 نتفق  مع +ك في  ان  ال+ رجال  يعرفون  ب+ ال+ حق  و+ لا  يعرف  ال+ حق  ب+ ال+ رجال,Negative
 نجدد  قلب +نا ب+ ال+ ايمان  مع  بعض,Positive
 نحن  بنتهاوش  مع  ال+ كتب,Negative
 نحن  في  ال+ اردن  نشاطر  اخوان +نا في  ال+ سعوديه  احزان +هم ب+ وفاه  ال+ امير  سعود  ال+ فيصل  وزير  ال+ خارجيه  ال+ سعودي  ال+ سابق  انا  ل+ الله  و+ انا  الي +ه راجعون,Negative
 نحن  في  زمن  يهان  في +ه ال+ مرء  و+ يكرم  في +ه ال+ كلب,Negative
 نحن  ما  بدنا  ايا +ه ان +نا ما  منفهم  ال+ مفاعل  ال+ نووي  فوق  طاقه +نا صعب  علي +نا بكر +ه ب+ ذكر +كم سالوا  ال+ باص  ال+ سريع  ال+ ثقه  معدوم +ه ال+ قمح  فاسد  ال+ مصفاه  مش  حسب  ال+ مواصفات  ال+ خضار  ال+ فواكه  مواد  كيماوي +ه شوارع  مش  مصانه  حفر  مطبات  الخ  ال+ افضل  استغلال  ال+ طاقه  ال+ شمسيه  او  ال+ ريح  او  ال+ ماء  ليس  هروب  من  ال+ تطور  انما +ما ال+ ابتعاد  عن  ال+ فشل  ال+ اكيد  عبر  ال+ تجارب,Negative
 نحن  نحب +ك في  الله  ندعو  ل +ك ب+ ظهر  ال+ غيب,Positive
 نحن  نرفض  ال+ مفاعل  ال+ نووي,Negative
 نرجو  من  الله  ان  يتقبل  صلات +نا رغم  ما  تمر  ب +ه بلد +نا من  ازم +ه صار  ال+ واحد  خايف  علي  نفس +ه مستعجل  بصلات +ه انا  كلما  صليت  اعتبر +ها صلاه  مودع  ف+ يخشع  قلب +ي تدمع  عينا +ي,Positive
 نسال  الله  ال+ عفو  ال+ عافيه,Positive
 نسال  الله  تعالي  ان  تكون  ب+ حق  ارحنا  ب +ها يا  بلال  ليس  ارحنا  من +ه,Positive
 نسعي  ب+ كل  هم +ه و+ جهد  ل+ ال+ حصول  علي  مصادر  طاق +ه رخيص +ه تعزز  من  اقتصاد  ال+ اردن  كون  ال+ طاقه  تشكل  ربع  موازن +ه ال+ دوله,Positive
 نسمات  انتعاش  ال+ فجر  رحمات  يظفر  ب +ها اهل  ال+ نور  ال+ تام  الذين  توسعت  صدور +هم ب+ انشراح  جماع +ه ال+ فجر  حيويه  صبح  يتنفس  منتشيا  مرحبا  ب+ كل  مبادر  ل+ ال+ خير,Positive
 نسيان +ك صعب  اكيد,Negative
 نشاطر  اخوه +نا في  ال+ اردن  احزان +هم علي  ال+ اغتيال  ال+ وحشي  ل+ ال+ طيار  معاذ  ـ  الكساسبه  داعين  الله  ان  يكون  من  ال+ شهداء  و  ان  يسكن +ه فسيح  جنات +ه,Negative
" نظام  اقتصاد  ال+ اردن  فقط  لا  يتبع  اي  نظام  اقتصادي  موضوع  ,  لا  اشتراكي  و+ لا  راسمالي  و+ لا  اسلامي  و+ لا  مختلط  .",Negative
 نعم  احسنت  واجب +ه علي  كل  مسلم  و+ حق  ل+ كل  مسلم  فتح  الله  علي +كم,Positive
 نعم  اردنا  غير  قابل  ل+ ال+ تلاعب  ب+ ارواح  ابناء +ه,Negative
 نعم  ال+ اخ  و  ال+ صديق  اخلاق +ك تدرس,Positive
 نعم  ال+ اخ  و+ ما  اطيب  قلب +ه,Positive
 نعم  ال+ صديق  ال+ وفي,Positive
" نعم  الله  علي  اكثر  من  ان  احصي +ها ال+ هدايه  ,  ال+ صحه  ,  سلامهالقلب  ,  ذكاء  ال+ عقل  ,  صفاء  ال+ مشاعر  ,  سلامهالحواس  ,  حفظ  ال+ احباب  اللهم  ل +ك ال+ حمد",Positive
 نعم  ال+ وقت  يمر  ب+ سرع +ه,Positive
 نعم  في  ال+ بدايه  كل +هم اروع  من  ال+ روعه,Positive
 نعم  ل+ نجعل  حب  الله  هو  ال+ غايه  و+ رب +نا يسامح  كل  تاءب,Positive
 نعم  مصر  عايزه  راجل  مش  واحد  وسخ  بيقرف,Negative
 نعم  و+ ال+ حمد  ل+ الله,Positive
 نفس +ي اروح  عمر +ه و+ اشوف  ال+ كعبه,Positive
 نفس +ي افهم  من  و+ ين  جاي  يا  ابن  ال+ كلب,Negative
 نفس +ي يوم  اكل  و+ انا  مش  مستعجل +ه,Negative
 نفع  الله  بك  يا  دكتور,Positive
 نقط +ه ال+ نهايه  وداعا,Negative
 نهار +ك اسود,Negative
 نهار +ك طيب  مبروك,Positive
 نهايه  مواطن  طفران,Negative
 نيل +ه تنيل +كم من  و+ ين  جايبين  هالحثانه,Negative
 هات  ناس  تفهم  و+ ال+ مثل  ب+ حك +ي اسال  مجرب  و+ لا  تسال  خبيير,Negative
 هاد  برنامج  و+ سوبر  ستار  بنامج  شوف  البريطان  شو  بعملو  ف+ علن  سوبر  ال+ هبل,Negative
 هاد  كلو  ك+ زب  ياهبله  و+ الله,Negative
 هادي  ال+ اخوه  ال+ صادقه,Positive
 هاض  بعرفو  بس  مقرف,Negative
 هاض  بني  ادم  حقير,Negative
 هاكدا  هو  دين  ال+ محبه  ال+ صحيح  بس  ل+ ال+ اسف  ال+ كثيرين  يتبنوا +ه حسب  ما  يشتهون,Positive
 هالانسان  مجنون  لابس  بدل +ه رياضه  وجاي  يغني  حتي  لو  صوت +ك زين  ال+ لبس  عدل,Negative
 هاي  اخلاق  خليل +نا ال+ حبيب,Positive
 هاي  نتيجه  ان +ه ينحط  انسان  في  موقع  مسءولي +ه,Negative
 هدا  ماهو  عقل  هدا  تخلوف,Negative
 هذا  ال+ شخص  هو  انت  يامصطفي,Positive
 هذا  ال+ لي  ف+ ال+ حين  في +ه ال+ عرب  فقط  ال+ هبل  ال+ تخلف,Negative
 هذا  ال+ لي  انت  فالح  في +ه بس  كيف  تختار  ضحايا +ك بالسرق  جعل  ال+ عاهه  تصيب +ك و+ ل+ اعاد  تطيب  من +ها ياولد  ال+ حرام,Negative
 هذا  ال+ لي  ب+ ال+ نص  من  لجن +ه ال+ حكم  مفكر  نفسو  وديع  ال+ صافي  هو  شقف +ه علاك,Negative
 هذا  انا  و+ اغني  و+ انا  ب+ ال+ حمام  وانتوا  ب+ كرام +ه صوتي  احلا  من  ال+ عاهات  هذيل,Negative
 هذا  تشهير  ملعون  و+ ال+ دين  ال+ مفروض  ما  يعرضون +ه,Negative
 هذا  سلامي  يسبق  ال+ برق  ال+ طير  في +ه ال+ حروف  معطر +ه ب+ ال+ تحيه,Positive
 هذا  صدق  و+ لا  مجنون  و+ لا  يستهبل  وش  ال+ قصه,Negative
 هذا  عدا  عن  عنصريه +كم ال+ بغيضه  وجلافتكم  و+ عنجهيه +كم ال+ فارغه  مع  بقي +ه ال+ شعوب,Negative
 هذا  لا  يعني  خلو +ها من  ال+ اشكال  المصديه,Negative
 هذا  ليس  مضحك  بل  مخزي  يا  ل+ ال+ خزي  ال+ عار,Negative
 هذا  معوق  جن +ه جورج  و+ سوف,Negative
 هذا  هو  ال+ حب  ال+ اصيل  ال+ وفي  ب+ كل  معني  ال+ وفاء,Positive
 هذا  هو  ال+ دين,Positive
 هذا  هو  ال+ مهم,Positive
 هذا  واحد  و+ اط +ي ميمثل  غير  نفس +ه,Negative
 هذه  ال+ برامج  ال+ لي  تخلف  ال+ عاهات  ل+ ال+ فن  ال+ هابط  فن  ال+ يومين  هذا,Negative
 هذه  جزاء  كل  من  يتطاول  علي  رجال  هذه  ال+ وطن  ال+ عزيز,Positive
 هذه  رويدا  عطيه  يا  الخبوول,Negative
 هذه  مشكل +ه الذي  يغني  كثيرا  في  ال+ حمام  و+ يتصور  ان +ه اصبح  مطرب,Negative
 هذه  من  اقوال  ال+ رفيق  ال+ مناضل,Positive
 هذول  مجانين  اكيد  ما  بوافق  مش  هبل +ه انا,Negative
 هذول  مخانيث,Negative
 هذول  مساجين  و+ لا  ايش,Negative
 هع  بد +ها بس  تعلق  ال+ تعليقات  ال+ زنخه,Negative
 هع  مش  حلو,Negative
 هكذا  ال+ مسلمون,Positive
 هل  ال+ ثقه  ب+ ال+ مشتركين  ال+ زياده  ل+ درج +ه ال+ عمي  او  ان  محيط +هم يجاملهم  ب+ جمال  صوت +هم,Negative
 هل  تعلم  ان  ال+ مطر  يتشكل  اولا  علي  هيءه  بلورات  ثلج  داخل  ال+ غيوم  يتحول  الي  قطرات  ماء  بعد  ذوبان +ه هو  في  طريق +ه الي  ال+ يابسه,Positive
 هل  كل +ها صالح +ه ل+ ال+ استعمال  و+ لا  من  اول  استخدام  تنفجر,Negative
 هلا  كففت  عن  قسوه +ك,Negative
 هم  ال+ لي  مصخرو  انفس +هم,Negative
 هما  بس  الي  بيسعوا  ل+ ال+ غناء  ده  طبعا  غير  ال+ اشتغالات  و+ ال+ افلام  ال+ هندي  الي  نحن  شفن +ها,Negative
 هنا  نجد  اصحاب  ال+ سوء  يحضرون  ب+ قوه  لان  ها  هءلاء  لم  يحظروالي  بعد  تشجيع  من  اناس  حول +هم,Negative
 ه  انا  من  ناحيتي  هاظ  ال+ انسان  الي  قاعد  بلنص  اقرف  واحد,Negative
 هو  بن  وسخ +ه ادمان  و+ ب+ ال+ ذات  لو  متابع  اخبار  و+ حاجات  يومي +ه,Negative
 هو  رحيم  ب+ كل  شيء  في  ال+ كون  هو  ال+ خالق  ف+ ل+ ابد  ان  يرزق  مخلوقات +ه,Positive
 هو  في  حد  اساسا  لسه  بيتابع  ال+ بت  دي  هاي  عنجد  بتقرف,Negative
 هو  نحن  خلي +نا نخلص  ام  هالبرجين  ال+ لي  صرلهم  16  سن +ه بعدين  بنفكر  نعمل  نووي  سلمي  من  الديسي,Negative
 هو  هذا  اسلام +ك يا  زاني,Negative
 هءلاء  معوقين,Negative
 هي  عند +ها صوت  قوي  بس  ل+ ال+ اسف  ال+ حين  مثل  غير +ها,Negative
 هي  فلسطين  راحت  من  قليل  يا  و+ ل+ اد  ال+ مخنثه  لعن +ه الله  علي +كم فظحتونا,Negative
 هيك  بد +هم ال+ خونه  اتباع  ايران  ال+ اخوان  ال+ مفسدون,Negative
 و  اذا  ف+ اد +نا ب+ شي  رح  يكون  في  خساره  كبير +ه ب+ ال+ اخر,Negative
 و  ال+ ناس  يدرون  شو  ب+ قول  عن +هم في  نفس +ي و+ هم  يتكلمون  ما  يكلم +ني حدا  نهاءي,Negative
 و  الي  اسماء  ال+ اسد  كس  اخت  زوج +ك :,Negative
 و  ب+ حب  ال+ ناس  الرايقه  الي  بتضحك  علي  طول,Positive
 و  تربت  علي  كتوفنا  تشحن +نا ب+ ال+ تفاءل  ايضا  صباح +ك اسعد,Positive
 و  ما  من  داب +ه في  ال+ ارض  لا  طاءر  يطير  ب+ جناحي +ه الا  علي  الله  رزق +ه,Positive
 و  مفيش  احلي  من  قضاء  رب +نا,Positive
 و  نرجو  ل +ك دوام  ال+ خير  ال+ محبه  من  الله  من  ال+ ناس,Positive
 و  هكذا  جنت  علي  نفس +ها براقش,Negative
 و  يرزق +كم من  حيث  لا  تعلمون,Positive
 واثق  من  نفس +ه ال+ حبيب,Negative
 واحد  هامل,Negative
 واحد  واطي,Negative
 و+ ادم  علي +نا يارب  نعم +ه ال+ امن  و+ ال+ امان  و+ ساءر  بلاد  ال+ مسلمين,Negative
 و+ اذكر  رب +ك اذا  نسيت  و+ قل  عسي  ان  يهدي +ني ربي  ل+ اقرب  من  هذا  رشدا,Positive
 و+ اسال  الله  من  اثواب  رحمه +ه سترا  جميلا  علي  ال+ زلات  مشتملا  و+ ان  ييسر  ل +ي سعيا  اكون  ب +ه مستبشرا  جذلا  لا  باسرا  و+ جلا,Positive
 واضح  جدا  ان  اغلب  ال+ ناس  هاي  عند +ها مشاكل  نفسي +ه,Negative
 و+ اط +ي و+ ماجور  و+ سافل  و+ منحط  و+ كري +ه و+ غبي  و+ سطحي  و+ حقو  قرش  مصدي  وبيسوي  صرمايه,Negative
 و+ اعظم +ها ام +ه سيد +نا محمد,Positive
 و+ ال+ حاجه  الي  انت  بتحبها  دي  هي  مش  اكتر  من  حاج +ه زين +ها ال+ شيطان  و+ اقنع +ك ب+ حلاوه +ها بس  هتندم  بعدين,Positive
 و+ ال+ شرهه  علي  ال+ اغبياء  ال+ لي  معطينك  لايك,Negative
 والشكرلله  و+ ال+ فضل  ل+ الله  علي  هذه  ال+ نعمه  التي  انعم  الله  علي +نا ب +ها و+ جعل +نا من  ال+ ماء  كل  شي  حي,Positive
 و+ ال+ غناء  تجد  ل +ك ?  ?  ?  مليون  و+ كل +هم زبال +ه,Negative
 و+ الله  احلا  شيء  ان +ه ال+ واحد  يهاجر  او  يشتغل  حرامي  عشان  يقدر  يعيش  الله  لا  يوفق  الي  كان  ال+ سبب  الله  حرام,Negative
 و+ الله  ال+ حياه  كل +ها بتخزي  ب+ دون +كم,Negative
 و+ الله  ال+ رساله  دي  جاتلي  في  وقت +ها قولت  اكيد  رب +نا بعتهالي  ال+ حمد  ل+ الله  وخات  ال+ قرار,Positive
 و+ الله  ال+ ناس  دي  ما  شايله  هم  ابدا  علشان  كد +ه مسخرو  نفس +هم او  كرامه +هم راحت,Negative
 و+ الله  ال+ واحد  بيدعي  كثيرا  ان  رب +نا يجعل +نا في  طريق  مستقيم,Positive
 و+ الله  انا  خايف  انو  طخوا  بعد  هاي  ال+ صوره,Negative
 و+ الله  ان +ك فشلت  ال+ عرب,Negative
 و+ الله  ان +ك ما  زليه  يا  شيخ  اكيد  مدفوعله  من  تحت  تحت,Negative
 و+ الله  ان +ك مسخر +ه يا  عجوز,Negative
 و+ الله  ان +ك مهزله,Negative
 و+ الله  انكو  ما  بتخافوالله,Negative
 و+ الله  انو  مكب  نفايات  نوويه  انا  اشتغلت  ب+ ال+ مفاعل  موقع +ه ب+ علان  بالسلط,Negative
 و+ الله  انو  نذل,Negative
 و+ الله  اول  واحد  سمعه +ه من +هم احسب  سماعتي  خربا  يا  بطن +ي من  ال+ ضحك  و+ الله  زاحفين,Negative
 و+ الله  ايلي  اختش +ه ماتوا,Negative
 و+ الله  بذل  نفس +ي مر +ه اثنين  خمسين  عشان  ال+ غرام  ال+ حلال  احلي  لكن  مين  يحس  يفهم  يقدر,Positive
 و+ الله  تحشيش  من  ال+ اخر,Negative
 و+ الله  ثقف  نفس +ك ده  بيقول  كلام  زي  ال+ فل,Positive
 و+ الله  حرام  ال+ ناس  مش  ل+ اقي +ه توكل  حتي  ترفعو  ال+ بنزين,Negative
